name,home,away
Expected goals,2.36,1.04
Ball possession,59%,41%
Total shots,16,12
Shots on target,6,2
Shots off target,7,5
Blocked shots,3,5
Corner kicks,2,6
Offsides,0,1
Fouls,21,14
Yellow cards,4,1
Free kicks,14,20
Throw-ins,16,19
Goal kicks,8,14
Big chances,4,2
Big chances missed,2,2
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,10,8
Shots outside box,6,4
Goalkeeper saves,2,3
Passes,582,401
Accurate passes,500 (86%),321 (80%)
Long balls,27/59 (46%),18/51 (35%)
Crosses,5/10 (50%),5/14 (36%)
Dribbles,1/3 (33%),12/23 (52%)
Possession lost,123,136
Duels won,47,53
Aerials won,12,13
Tackles,20,9
Interceptions,8,9
Clearances,13,12
Ball possession,68%,32%
Total shots,7,8
Shots on target,2,2
Shots off target,2,3
Blocked shots,3,3
Corner kicks,2,3
Offsides,0,1
Yellow cards,0,1
Free kicks,6,7
Throw-ins,7,10
Goal kicks,5,4
Big chances,2,2
Big chances missed,0,2
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,5,6
Shots outside box,2,2
Goalkeeper saves,2,0
Passes,338,159
Accurate passes,301 (89%),124 (78%)
Long balls,15/29 (52%),5/19 (26%)
Crosses,3/4 (75%),3/5 (60%)
Dribbles,0/2 (0%),6/11 (55%)
Possession lost,61,54
Duels won,19,27
Aerials won,5,8
Tackles,8,6
Interceptions,3,5
Clearances,5,8
Ball possession,50%,50%
Total shots,9,4
Shots on target,4,0
Shots off target,5,2
Blocked shots,0,2
Corner kicks,0,3
Offsides,0,0
Yellow cards,4,0
Free kicks,8,13
Throw-ins,9,9
Goal kicks,3,10
Big chances,2,0
Big chances missed,2,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,5,2
Shots outside box,4,2
Goalkeeper saves,0,3
Passes,244,242
Accurate passes,199 (82%),197 (81%)
Long balls,12/30 (40%),13/32 (41%)
Crosses,2/6 (33%),2/9 (22%)
Dribbles,1/1 (100%),6/12 (50%)
Possession lost,62,82
Duels won,28,26
Aerials won,7,5
Tackles,12,3
Interceptions,5,4
Clearances,8,4
