winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,1689755400,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,FK Teplice B,FK Teplice B,M,461,TEP,False,CZ,Czech Republic,FK Teplice B,-791683200,SK Slavia Praha B,SK Slavia Praha B,M,SLA,False,CZ,Czech Republic,SK Slavia Praha B,-2435011200,0,0,0,0,0,3,3,1,2,3
