name,home,away
Ball possession,72%,28%
Total shots,14,5
Shots on target,3,0
Shots off target,4,5
Blocked shots,7,0
Corner kicks,6,3
Offsides,4,4
Fouls,9,20
Yellow cards,1,2
Free kicks,20,7
Throw-ins,17,18
Goal kicks,7,9
Shots inside box,5,3
Shots outside box,9,2
Goalkeeper saves,0,2
Passes,667,248
Accurate passes,589 (88%),163 (66%)
Long balls,31/61 (51%),21/46 (46%)
Crosses,3/13 (23%),3/12 (25%)
Dribbles,16/23 (70%),7/12 (58%)
Possession lost,124,127
Duels won,51,36
Aerials won,6,10
Tackles,9,12
Interceptions,10,5
Clearances,6,14
Ball possession,79%,21%
Total shots,9,2
Shots on target,1,0
Shots off target,2,2
Blocked shots,6,0
Corner kicks,4,1
Offsides,1,2
Yellow cards,1,0
Free kicks,7,3
Throw-ins,7,13
Goal kicks,4,4
Shots inside box,1,2
Shots outside box,8,0
Goalkeeper saves,0,1
Passes,377,96
Accurate passes,341 (90%),60 (63%)
Long balls,16/26 (62%),9/20 (45%)
Crosses,1/7 (14%),1/5 (20%)
Dribbles,7/11 (64%),3/5 (60%)
Possession lost,64,61
Duels won,23,19
Aerials won,5,5
Tackles,4,8
Interceptions,5,1
Clearances,2,11
Ball possession,65%,35%
Total shots,5,3
Shots on target,2,0
Shots off target,2,3
Blocked shots,1,0
Corner kicks,2,2
Offsides,3,2
Yellow cards,0,2
Free kicks,13,4
Throw-ins,10,5
Goal kicks,3,5
Shots inside box,4,1
Shots outside box,1,2
Goalkeeper saves,0,1
Passes,290,152
Accurate passes,248 (86%),103 (68%)
Long balls,15/35 (43%),12/26 (46%)
Crosses,2/6 (33%),2/7 (29%)
Dribbles,9/12 (75%),4/7 (57%)
Possession lost,60,66
Duels won,28,17
Aerials won,1,5
Tackles,5,4
Interceptions,5,4
Clearances,4,3
