name,home,away
Ball possession,56%,44%
Total shots,11,21
Shots on target,5,4
Shots off target,1,9
Blocked shots,5,8
Corner kicks,3,5
Offsides,4,1
Fouls,8,11
Yellow cards,3,3
Free kicks,11,7
Throw-ins,23,21
Goal kicks,12,2
Big chances,3,2
Big chances missed,1,2
Hit woodwork,0,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,7,15
Shots outside box,4,6
Goalkeeper saves,2,3
Passes,448,346
Accurate passes,362 (81%),278 (80%)
Long balls,33/63 (52%),27/51 (53%)
Crosses,1/9 (11%),6/14 (43%)
Dribbles,14/22 (64%),6/9 (67%)
Possession lost,136,123
Duels won,48,44
Aerials won,7,13
Tackles,16,18
Interceptions,11,11
Clearances,9,19
Ball possession,52%,48%
Total shots,3,17
Shots on target,0,3
Shots off target,0,7
Blocked shots,3,7
Corner kicks,2,4
Offsides,3,1
Yellow cards,0,0
Free kicks,7,3
Throw-ins,10,14
Goal kicks,7,1
Big chances,0,2
Big chances missed,0,2
Hit woodwork,0,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,13
Shots outside box,0,4
Goalkeeper saves,2,0
Passes,214,193
Accurate passes,162 (76%),150 (78%)
Long balls,13/30 (43%),16/31 (52%)
Crosses,1/5 (20%),4/8 (50%)
Dribbles,3/6 (50%),3/4 (75%)
Possession lost,77,69
Duels won,23,21
Aerials won,5,7
Tackles,8,8
Interceptions,9,9
Clearances,3,8
Ball possession,60%,40%
Total shots,8,4
Shots on target,5,1
Shots off target,1,2
Blocked shots,2,1
Corner kicks,1,1
Offsides,1,0
Yellow cards,3,3
Free kicks,4,4
Throw-ins,13,7
Goal kicks,5,1
Big chances,3,0
Big chances missed,1,0
Hit woodwork,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,4,2
Shots outside box,4,2
Goalkeeper saves,0,3
Passes,234,153
Accurate passes,200 (85%),128 (84%)
Long balls,20/33 (61%),11/20 (55%)
Crosses,0/4 (0%),2/6 (33%)
Dribbles,11/16 (69%),3/5 (60%)
Possession lost,59,54
Duels won,25,23
Aerials won,2,6
Tackles,8,10
Interceptions,2,2
Clearances,6,11
