winnerCode,coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period2,awayScore.normaltime
1,-1,1689411600,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,MŠK Považská Bystrica,Považská Bystrica,M,565,Peter Jakus,P. Jakus,SK,Slovakia,POV,False,SK,Slovakia,MŠK Považská Bystrica,FC Zlínsko,FC Zlínsko,M,FCZ,False,CZ,Czech Republic,FC Zlínsko,2,2,2,2,0,0,0,0
