name,home,away
Expected goals,2.68,1.30
Ball possession,57%,43%
Total shots,20,16
Shots on target,8,4
Shots off target,7,8
Blocked shots,5,4
Corner kicks,12,3
Offsides,3,3
Fouls,13,13
Yellow cards,2,1
Free kicks,11,12
Throw-ins,20,19
Goal kicks,9,9
Big chances,3,2
Big chances missed,1,1
Shots inside box,11,7
Shots outside box,9,9
Goalkeeper saves,3,5
Passes,550,424
Accurate passes,481 (87%),350 (83%)
Long balls,24/48 (50%),22/45 (49%)
Crosses,4/30 (13%),7/13 (54%)
Dribbles,5/9 (56%),10/14 (71%)
Possession lost,125,109
Duels won,31,44
Aerials won,5,10
Tackles,10,12
Interceptions,13,19
Clearances,3,23
Ball possession,62%,38%
Total shots,15,2
Shots on target,6,0
Shots off target,5,2
Blocked shots,4,0
Corner kicks,8,0
Offsides,1,2
Yellow cards,0,1
Free kicks,5,3
Throw-ins,8,8
Goal kicks,4,5
Big chances,3,0
Big chances missed,1,0
Shots inside box,8,0
Shots outside box,7,2
Goalkeeper saves,0,4
Passes,315,195
Accurate passes,283 (90%),152 (78%)
Long balls,14/22 (64%),8/20 (40%)
Crosses,2/21 (10%),2/6 (33%)
Dribbles,4/5 (80%),5/7 (71%)
Possession lost,65,56
Duels won,16,15
Aerials won,3,1
Tackles,4,6
Interceptions,9,13
Clearances,1,16
Ball possession,51%,49%
Total shots,5,14
Shots on target,2,4
Shots off target,2,6
Blocked shots,1,4
Corner kicks,4,3
Offsides,2,1
Yellow cards,2,0
Free kicks,6,9
Throw-ins,12,11
Goal kicks,5,4
Big chances,0,2
Big chances missed,0,1
Shots inside box,3,7
Shots outside box,2,7
Goalkeeper saves,3,1
Passes,235,229
Accurate passes,198 (84%),198 (86%)
Long balls,10/26 (38%),14/25 (56%)
Crosses,2/9 (22%),5/7 (71%)
Dribbles,1/4 (25%),5/7 (71%)
Possession lost,60,53
Duels won,15,29
Aerials won,2,9
Tackles,6,6
Interceptions,4,6
Clearances,2,7
