name,home,away
Expected goals,2.66,1.13
Ball possession,53%,47%
Total shots,23,10
Shots on target,10,4
Shots off target,5,3
Blocked shots,8,3
Corner kicks,13,5
Offsides,1,1
Fouls,6,12
Yellow cards,2,2
Free kicks,11,6
Throw-ins,24,17
Goal kicks,8,10
Big chances,3,2
Big chances missed,2,0
Hit woodwork,0,1
Counter attacks,4,1
Counter attack shots,3,1
Counter attack goals,1,0
Shots inside box,13,8
Shots outside box,10,2
Goalkeeper saves,2,10
Passes,561,504
Accurate passes,472 (84%),413 (82%)
Long balls,17/36 (47%),40/69 (58%)
Crosses,8/29 (28%),4/17 (24%)
Dribbles,8/11 (73%),14/21 (67%)
Possession lost,148,140
Duels won,49,60
Aerials won,13,23
Tackles,17,17
Interceptions,7,18
Clearances,11,22
Ball possession,46%,54%
Total shots,10,4
Shots on target,6,2
Shots off target,2,2
Blocked shots,2,0
Corner kicks,7,1
Offsides,0,0
Yellow cards,1,0
Free kicks,3,3
Throw-ins,14,10
Goal kicks,5,7
Big chances,1,1
Big chances missed,0,0
Hit woodwork,0,0
Counter attacks,2,0
Counter attack shots,1,0
Counter attack goals,1,0
Shots inside box,5,3
Shots outside box,5,1
Goalkeeper saves,1,5
Passes,254,307
Accurate passes,204 (80%),258 (84%)
Long balls,5/18 (28%),24/35 (69%)
Crosses,3/11 (27%),2/6 (33%)
Dribbles,4/5 (80%),8/12 (67%)
Possession lost,73,75
Duels won,22,27
Aerials won,4,10
Tackles,11,6
Interceptions,4,7
Clearances,5,11
Ball possession,61%,39%
Total shots,13,6
Shots on target,4,2
Shots off target,3,1
Blocked shots,6,3
Corner kicks,6,4
Offsides,1,1
Yellow cards,1,2
Free kicks,8,3
Throw-ins,10,7
Goal kicks,3,3
Big chances,2,1
Big chances missed,2,0
Hit woodwork,0,1
Counter attacks,2,1
Counter attack shots,2,1
Counter attack goals,0,0
Shots inside box,8,5
Shots outside box,5,1
Goalkeeper saves,1,5
Passes,307,197
Accurate passes,268 (87%),155 (79%)
Long balls,12/18 (67%),16/34 (47%)
Crosses,5/18 (28%),2/11 (18%)
Dribbles,4/6 (67%),6/9 (67%)
Possession lost,75,65
Duels won,27,33
Aerials won,9,13
Tackles,6,11
Interceptions,3,11
Clearances,6,11
