name,home,away
Expected goals,1.26,2.14
Expected assists,0.91,0.61
Ball possession,61%,39%
Total shots,20,14
Shots on target,4,8
Shots off target,7,2
Blocked shots,9,4
Corner kicks,10,4
Offsides,0,1
Fouls,11,9
Yellow cards,1,2
Free kicks,9,10
Throw-ins,21,16
Goal kicks,4,12
Big chances,1,5
Big chances missed,1,1
Counter attacks,2,5
Counter attack shots,2,4
Counter attack goals,0,1
Shots inside box,10,8
Shots outside box,10,6
Goalkeeper saves,4,4
Goals prevented,-0.84,0.57
Passes,567,376
Accurate passes,496 (87%),293 (78%)
Long balls,16/28 (57%),22/47 (47%)
Crosses,9/27 (33%),1/6 (17%)
Dribbles,13/25 (52%),10/16 (63%)
Possession lost,135,115
Duels won,46,51
Aerials won,11,8
Tackles,13,23
Interceptions,9,9
Clearances,7,20
Expected goals,0.34,1.06
Expected assists,0.19,0.23
Ball possession,56%,44%
Total shots,9,6
Shots on target,2,4
Shots off target,2,0
Blocked shots,5,2
Corner kicks,5,1
Offsides,0,0
Yellow cards,1,1
Free kicks,6,9
Throw-ins,10,9
Goal kicks,2,5
Big chances,0,2
Big chances missed,0,0
Counter attacks,0,0
Counter attack shots,0,0
Counter attack goals,0,0
Shots inside box,4,4
Shots outside box,5,2
Goalkeeper saves,2,2
Passes,269,218
Accurate passes,233 (87%),177 (81%)
Long balls,5/12 (42%),12/24 (50%)
Crosses,3/13 (23%),0/3 (0%)
Dribbles,2/5 (40%),5/8 (63%)
Possession lost,63,54
Duels won,20,24
Aerials won,8,4
Tackles,4,6
Interceptions,6,6
Clearances,3,10
Expected goals,0.92,1.08
Expected assists,0.72,0.38
Ball possession,66%,34%
Total shots,11,8
Shots on target,2,4
Shots off target,5,2
Blocked shots,4,2
Corner kicks,5,3
Offsides,0,1
Yellow cards,0,1
Free kicks,3,1
Throw-ins,11,7
Goal kicks,2,7
Big chances,1,3
Big chances missed,1,1
Counter attacks,2,5
Counter attack shots,2,4
Counter attack goals,0,1
Shots inside box,6,4
Shots outside box,5,4
Goalkeeper saves,2,2
Passes,298,158
Accurate passes,263 (88%),116 (73%)
Long balls,11/16 (69%),10/23 (43%)
Crosses,6/14 (43%),1/3 (33%)
Dribbles,11/20 (55%),5/8 (63%)
Possession lost,72,61
Duels won,26,27
Aerials won,3,4
Tackles,9,17
Interceptions,3,3
Clearances,4,10
