name,home,away
Ball possession,63%,37%
Total shots,14,9
Shots on target,5,2
Shots off target,5,5
Blocked shots,4,2
Corner kicks,6,2
Offsides,4,0
Fouls,14,10
Yellow cards,1,3
Free kicks,10,14
Throw-ins,17,20
Goal kicks,6,12
Big chances,2,0
Big chances missed,1,0
Hit woodwork,1,0
Shots inside box,8,5
Shots outside box,6,4
Goalkeeper saves,2,4
Passes,527,315
Accurate passes,428 (81%),219 (70%)
Long balls,28/50 (56%),31/64 (48%)
Crosses,10/44 (23%),3/12 (25%)
Dribbles,6/10 (60%),2/9 (22%)
Possession lost,157,147
Duels won,42,36
Aerials won,7,9
Tackles,19,11
Interceptions,14,12
Clearances,6,35
Ball possession,61%,39%
Total shots,5,3
Shots on target,1,0
Shots off target,2,3
Blocked shots,2,0
Corner kicks,4,1
Offsides,2,0
Yellow cards,1,2
Free kicks,5,6
Throw-ins,9,12
Goal kicks,3,4
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,4,2
Shots outside box,1,1
Goalkeeper saves,0,1
Passes,225,152
Accurate passes,177 (79%),96 (63%)
Long balls,10/20 (50%),15/34 (44%)
Crosses,7/28 (25%),1/6 (17%)
Dribbles,3/7 (43%),1/3 (33%)
Possession lost,83,78
Duels won,18,17
Aerials won,5,3
Tackles,5,7
Interceptions,10,6
Clearances,5,18
Ball possession,65%,35%
Total shots,9,6
Shots on target,4,2
Shots off target,3,2
Blocked shots,2,2
Corner kicks,2,1
Offsides,2,0
Yellow cards,0,1
Free kicks,5,8
Throw-ins,8,8
Goal kicks,3,8
Big chances,1,0
Big chances missed,0,0
Hit woodwork,1,0
Shots inside box,4,3
Shots outside box,5,3
Goalkeeper saves,2,3
Passes,302,163
Accurate passes,251 (83%),123 (75%)
Long balls,18/30 (60%),16/30 (53%)
Crosses,3/16 (19%),2/6 (33%)
Dribbles,3/3 (100%),1/6 (17%)
Possession lost,74,69
Duels won,24,19
Aerials won,2,6
Tackles,14,4
Interceptions,4,6
Clearances,1,17
