winnerCode,startTimestamp,isAwarded,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,awayScore.current,awayScore.display
1,1680447600,True,"3. Lig, Group 3",Turkey,turkey,TR,"TFF 3. Lig, Grup 3",TR,"3. Lig, Group 3 22/23",22/23,26,Siirt İl Özel İdare Spor,Siirt YSE,M,222,Siirt,Siirt Atatürk Stadium,5500,5486,TR,Turkey,SIO,False,TR,Turkey,Siirt İl Özel İdare Spor,Arguvan Belediye Spor,Arguvan Belediye Spor,M,ARG,False,TR,Turkey,Arguvan Belediye Spor,3,3,0,0
