name,home,away
Expected goals,1.74,0.88
Ball possession,35%,65%
Total shots,8,8
Shots on target,4,3
Shots off target,4,2
Blocked shots,0,3
Corner kicks,2,5
Offsides,2,3
Fouls,8,10
Yellow cards,2,2
Free kicks,10,8
Throw-ins,23,22
Goal kicks,7,9
Big chances,4,1
Big chances missed,3,1
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,8,5
Shots outside box,0,3
Goalkeeper saves,3,2
Passes,346,646
Accurate passes,263 (76%),561 (87%)
Long balls,31/63 (49%),21/41 (51%)
Crosses,5/12 (42%),6/19 (32%)
Dribbles,8/18 (44%),3/8 (38%)
Possession lost,131,136
Duels won,41,34
Aerials won,12,7
Tackles,12,16
Interceptions,11,14
Clearances,14,9
Ball possession,35%,65%
Total shots,5,3
Shots on target,2,1
Shots off target,3,0
Blocked shots,0,2
Corner kicks,0,3
Offsides,0,2
Yellow cards,1,0
Free kicks,4,5
Throw-ins,8,13
Goal kicks,2,4
Big chances,3,0
Big chances missed,2,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,5,2
Shots outside box,0,1
Goalkeeper saves,1,1
Passes,188,341
Accurate passes,150 (80%),299 (88%)
Long balls,16/30 (53%),11/20 (55%)
Crosses,3/5 (60%),2/12 (17%)
Dribbles,4/8 (50%),2/4 (50%)
Possession lost,58,68
Duels won,20,19
Aerials won,6,5
Tackles,7,7
Interceptions,1,9
Clearances,11,3
Ball possession,34%,66%
Total shots,3,5
Shots on target,2,2
Shots off target,1,2
Blocked shots,0,1
Corner kicks,2,2
Offsides,2,1
Yellow cards,1,2
Free kicks,6,3
Throw-ins,15,9
Goal kicks,5,5
Big chances,1,1
Big chances missed,1,1
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,3
Shots outside box,0,2
Goalkeeper saves,2,1
Passes,158,305
Accurate passes,113 (72%),262 (86%)
Long balls,15/33 (45%),10/21 (48%)
Crosses,2/7 (29%),4/7 (57%)
Dribbles,4/10 (40%),1/4 (25%)
Possession lost,73,68
Duels won,21,15
Aerials won,6,2
Tackles,5,9
Interceptions,10,5
Clearances,3,6
