name,home,away
Ball possession,45%,55%
Total shots,19,11
Shots on target,5,4
Shots off target,8,6
Blocked shots,6,1
Corner kicks,9,4
Offsides,2,2
Fouls,10,12
Yellow cards,4,4
Free kicks,11,10
Throw-ins,25,17
Goal kicks,4,9
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,1
Shots inside box,8,6
Shots outside box,11,5
Goalkeeper saves,2,5
Passes,350,431
Accurate passes,273 (78%),337 (78%)
Long balls,19/47 (40%),27/63 (43%)
Crosses,7/23 (30%),3/14 (21%)
Dribbles,10/19 (53%),13/17 (76%)
Possession lost,134,140
Duels won,46,53
Aerials won,13,14
Tackles,12,16
Interceptions,8,8
Clearances,16,24
Ball possession,44%,56%
Total shots,12,4
Shots on target,4,2
Shots off target,3,2
Blocked shots,5,0
Corner kicks,6,2
Offsides,1,2
Yellow cards,2,2
Free kicks,6,6
Throw-ins,11,6
Goal kicks,0,4
Big chances,1,0
Big chances missed,1,0
Hit woodwork,0,0
Shots inside box,5,4
Shots outside box,7,0
Goalkeeper saves,2,4
Passes,170,227
Accurate passes,131 (77%),174 (77%)
Long balls,9/24 (38%),12/28 (43%)
Crosses,4/14 (29%),1/7 (14%)
Dribbles,4/6 (67%),5/5 (100%)
Possession lost,64,71
Duels won,17,21
Aerials won,4,4
Tackles,3,6
Interceptions,4,6
Clearances,7,13
Ball possession,47%,53%
Total shots,7,7
Shots on target,1,2
Shots off target,5,4
Blocked shots,1,1
Corner kicks,3,2
Offsides,1,0
Yellow cards,2,2
Free kicks,5,4
Throw-ins,14,11
Goal kicks,4,5
Big chances,0,0
Big chances missed,0,0
Hit woodwork,0,1
Shots inside box,3,2
Shots outside box,4,5
Goalkeeper saves,0,1
Passes,180,204
Accurate passes,142 (79%),163 (80%)
Long balls,10/23 (43%),15/35 (43%)
Crosses,3/9 (33%),2/7 (29%)
Dribbles,6/13 (46%),8/12 (67%)
Possession lost,70,69
Duels won,29,32
Aerials won,9,10
Tackles,9,10
Interceptions,4,2
Clearances,9,11
