winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,awayScore.current,awayScore.display,awayScore.period1,time.injuryTime1,time.injuryTime2
1,1681300800,"3. Lig, Group 1",Turkey,turkey,TR,"TFF 3. Lig, Grup 1",TR,"3. Lig, Group 1 22/23",22/23,28,Belediye Kütahyaspor,Belediye Kütahyaspor,M,712,Kütahya,Dumlupınar Stadyumu,12000,2329,TR,Turkey,KUT,False,TR,Turkey,Belediye Kütahyaspor,-113702400,1922 Konyaspor,Konyaspor,M,KON,False,TR,Turkey,1922 Konyaspor,-473385600,3,3,0,2,2,0,2,5
