name,home,away
Ball possession,58%,42%
Total shots,16,14
Shots on target,5,1
Shots off target,5,7
Blocked shots,6,6
Corner kicks,4,5
Offsides,0,1
Fouls,5,11
Yellow cards,1,2
Free kicks,11,5
Throw-ins,12,16
Goal kicks,12,8
Big chances,3,2
Big chances missed,3,2
Shots inside box,11,9
Shots outside box,5,5
Goalkeeper saves,1,4
Passes,571,396
Accurate passes,484 (85%),324 (82%)
Long balls,20/47 (43%),22/44 (50%)
Crosses,2/9 (22%),7/23 (30%)
Dribbles,7/8 (88%),6/14 (43%)
Possession lost,116,113
Duels won,50,36
Aerials won,15,14
Tackles,17,11
Interceptions,4,9
Clearances,13,11
Ball possession,67%,33%
Total shots,9,7
Shots on target,2,0
Shots off target,3,3
Blocked shots,4,4
Corner kicks,3,1
Offsides,0,0
Yellow cards,0,0
Free kicks,8,2
Throw-ins,8,7
Goal kicks,5,5
Big chances,2,0
Big chances missed,2,0
Shots inside box,5,4
Shots outside box,4,3
Goalkeeper saves,0,2
Passes,343,163
Accurate passes,294 (86%),126 (77%)
Long balls,11/25 (44%),6/18 (33%)
Crosses,2/6 (33%),3/9 (33%)
Dribbles,1/1 (100%),4/8 (50%)
Possession lost,60,53
Duels won,26,18
Aerials won,9,8
Tackles,8,4
Interceptions,2,4
Clearances,4,6
Ball possession,48%,52%
Total shots,7,7
Shots on target,3,1
Shots off target,2,4
Blocked shots,2,2
Corner kicks,1,4
Offsides,0,1
Yellow cards,1,2
Free kicks,3,3
Throw-ins,4,9
Goal kicks,7,3
Big chances,1,2
Big chances missed,1,2
Shots inside box,6,5
Shots outside box,1,2
Goalkeeper saves,1,2
Passes,228,233
Accurate passes,190 (83%),198 (85%)
Long balls,9/22 (41%),16/26 (62%)
Crosses,0/3 (0%),4/14 (29%)
Dribbles,6/7 (86%),2/6 (33%)
Possession lost,56,60
Duels won,24,18
Aerials won,6,6
Tackles,9,7
Interceptions,2,5
Clearances,9,5
