winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1680336000,Philippines Football League,Philippines,philippines,PH,Philippines Football League,PH,Philippines Football League 22/23,22/23,Azkals Development Team,Azkals Development Team,M,366,AZK,False,PH,Philippines,Azkals Development Team,1577836800,Stallion Laguna,Stallion Laguna,M,Binan,Binan Football Stadium,3000,20702,PH,Philippines,STL,False,PH,Philippines,Stallion Laguna,1007078400
