winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
3,1688436000,"Central American and Caribbean Games, Women, Gr. B",North & Central America,north-and-central-america,"Central American and Caribbean Games, Women","Central American and Caribbean Games, Women 2023",2023,5,Puerto Rico,Puerto Rico,F,311,Nathaniel González,N. González,US,USA,PUR,True,PR,Puerto Rico,Puerto Rico,El Salvador,El Salvador,F,ESA,True,SV,El Salvador,El Salvador,2,2,2,0,2,2,2,1,1,2,3,3
