winnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,venue.city.name,venue.stadium.name,venue.id,venue.country.alpha2,venue.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
3,1689476400,True,"['??', 'AN', 'CU', 'IR', 'KP', 'SY', 'VE', 'GR', 'RU', 'CH', 'CA']","USL, Championship",USA,usa,US,USL Championship,US,USL Championship 2023,2023,1,Sacramento,Papa Murphy's Park,28777,US,USA,Sacramento Republic FC,Sacramento Republic,M,2589,Mark Briggs,M. Briggs,EN,England,SRP,False,US,USA,Sacramento Republic FC,1354492800,Memphis 901 FC,Memphis 901,M,Stephen Glass,S. Glass,SX,Scotland,MEM,False,US,USA,Memphis 901 FC,1515369600,1,1,0,1,1,1,1,0,1,1,4,5
