winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
2,1689418800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,TSV Sasel,Sasel,M,1799,SAS,False,DE,Germany,TSV Sasel,-1422835200,FC Teutonia 05 Ottensen,Teutonia 05,M,TEO,False,DE,Germany,FC Teutonia 05 Ottensen,-2035584000,1,1,0,1,1,3,3,1,2,3
