winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp
0,1681236000,1,Copa Argentina,Argentina,argentina,AR,Copa Argentina,AR,Copa Argentina 2023,2023,32,Round of 64,round-of-64,Banfield,Banfield,M,10102,Julio Cesar Falcioni,J. C. Falcioni,AR,Argentina,Buenos Aires,Florencio Sola,34901,634,AR,Argentina,BAN,False,AR,Argentina,Banfield,-2333491200,Argentino de Merlo,Argentino de Merlo,M,AME,False,AR,Argentina,Argentino de Merlo,1625616000
