winnerCode,startTimestamp,isAwarded,tournament.name,tournament.category.name,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.category.alpha2,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,awayScore.current,awayScore.display
2,1680886800,True,Regionalliga East,Austria Amateur,austria,AT,Regionalliga East,AT,Regionalliga East 22/23,22/23,23,Bruck/Leitha,Bruck/Leitha,M,436,Martin Mikulic,M. Mikulic,SK,Slovakia,B/L,False,AT,Austria,Bruck/Leitha,410227200,SC Neusiedl 1919,Neusiedl,M,Stefan Rapp,S. Rapp,AT,Austria,Neusiedl am See,Sportzentrum Neusiedl,2900,AT,Austria,NEU,False,AT,Austria,SC Neusiedl 1919,-1599177600,0,0,3,3
