winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName
0,1690615800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,ACS Inainte Modelu,ACS Inainte Modelu,M,87,IMO,False,RO,Romania,ACS Inainte Modelu,AFC Progresul 1944 Spartac,Progresul Spartac,M,PSP,False,RO,Romania,AFC Progresul 1944 Spartac
