winnerCode,attendance,hasXg,awayRedCards,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime2
1,63142,True,1,1681326000,2,UEFA Champions League,Europe,europe,UEFA Champions League,UEFA Champions League 22/23,22/23,27,Quarterfinal,quarterfinal,4,Madrid,Santiago Bernabéu,81044,754,ES,Spain,François Letexier,916,44,26,229,FR,France,Real Madrid,Real Madrid,M,1489172,Carlo Ancelotti,C. Ancelotti,IT,Italy,Madrid,Santiago Bernabéu,81044,754,ES,Spain,RMA,False,ES,Spain,Real Madrid,-2140387200,Chelsea,Chelsea,M,Mauricio Pochettino,M. Pochettino,AR,Argentina,London,Stamford Bridge,41837,799,EN,England,CHE,False,EN,England,Chelsea,-2045347200,2,2,1,1,2,0,0,0,0,0,5
