winnerCode,coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName
0,-1,1690534800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Belgrade,Sportski centar FSB,200,40806,RS,Serbia,FK Rad Beograd,Rad,M,1372,Goran Serafimović,G. Serafimović,RS,Serbia,Belgrade,King Peter I Stadium,6000,12197,RS,Serbia,RAD,False,RS,Serbia,FK Rad Beograd,-351648000,FK Prva Iskra Jonoon,Prva Iskra,M,PRV,False,RS,Serbia,FK Prva Iskra Jonoon
