name,home,away
Ball possession,64%,36%
Total shots,17,6
Shots on target,4,2
Shots off target,10,2
Blocked shots,3,2
Corner kicks,8,0
Offsides,2,1
Fouls,12,17
Yellow cards,4,4
Red cards,1,0
Free kicks,17,12
Throw-ins,32,17
Goal kicks,4,22
Big chances,0,1
Hit woodwork,1,0
Shots inside box,12,2
Shots outside box,5,4
Goalkeeper saves,0,3
Passes,397,231
Accurate passes,315 (79%),156 (68%)
Long balls,20/43 (47%),41/74 (55%)
Crosses,8/33 (24%),2/9 (22%)
Dribbles,6/12 (50%),7/15 (47%)
Possession lost,146,120
Duels won,55,56
Aerials won,21,24
Tackles,11,13
Interceptions,6,7
Clearances,11,40
Ball possession,66%,34%
Total shots,10,0
Shots on target,2,0
Shots off target,5,0
Blocked shots,3,0
Corner kicks,4,0
Offsides,1,1
Yellow cards,1,2
Red cards,0,0
Free kicks,9,5
Throw-ins,14,12
Goal kicks,1,10
Big chances,0,0
Hit woodwork,0,0
Shots inside box,8,0
Shots outside box,2,0
Goalkeeper saves,0,2
Passes,203,113
Accurate passes,166 (82%),75 (66%)
Long balls,9/20 (45%),21/34 (62%)
Crosses,6/20 (30%),1/4 (25%)
Dribbles,5/9 (56%),1/7 (14%)
Possession lost,69,62
Duels won,30,22
Aerials won,9,8
Tackles,7,8
Interceptions,3,4
Clearances,5,20
Ball possession,63%,37%
Total shots,7,6
Shots on target,2,2
Shots off target,5,2
Blocked shots,0,2
Corner kicks,4,0
Offsides,1,0
Yellow cards,3,2
Red cards,1,0
Free kicks,8,7
Throw-ins,18,5
Goal kicks,3,12
Big chances,0,1
Hit woodwork,1,0
Shots inside box,4,2
Shots outside box,3,4
Goalkeeper saves,0,1
Passes,194,118
Accurate passes,149 (77%),81 (69%)
Long balls,11/23 (48%),20/40 (50%)
Crosses,2/13 (15%),1/5 (20%)
Dribbles,1/3 (33%),6/8 (75%)
Possession lost,77,58
Duels won,25,34
Aerials won,12,16
Tackles,4,5
Interceptions,3,3
Clearances,6,20
