name,home,away
Ball possession,66%,34%
Total shots,21,5
Shots on target,9,2
Shots off target,5,2
Blocked shots,7,1
Corner kicks,7,1
Fouls,6,9
Yellow cards,0,4
Free kicks,9,6
Throw-ins,22,12
Goal kicks,4,7
Big chances,7,1
Big chances missed,3,1
Shots inside box,18,3
Shots outside box,3,2
Goalkeeper saves,2,5
Passes,661,345
Accurate passes,568 (86%),265 (77%)
Long balls,43/71 (61%),17/46 (37%)
Crosses,5/20 (25%),1/6 (17%)
Dribbles,8/13 (62%),14/26 (54%)
Possession lost,129,126
Duels won,52,45
Aerials won,17,14
Tackles,18,11
Interceptions,7,15
Clearances,4,19
Ball possession,69%,31%
Total shots,4,4
Shots on target,2,2
Shots off target,0,1
Blocked shots,2,1
Corner kicks,4,0
Yellow cards,0,0
Free kicks,2,2
Throw-ins,13,5
Goal kicks,2,1
Big chances,1,1
Big chances missed,0,1
Shots inside box,4,3
Shots outside box,0,1
Goalkeeper saves,2,1
Passes,391,174
Accurate passes,344 (88%),136 (78%)
Long balls,32/45 (71%),7/20 (35%)
Crosses,1/10 (10%),0/2 (0%)
Dribbles,5/7 (71%),6/12 (50%)
Possession lost,69,59
Duels won,27,22
Aerials won,10,8
Tackles,10,6
Interceptions,3,9
Clearances,1,11
Ball possession,61%,39%
Total shots,17,1
Shots on target,7,0
Shots off target,5,1
Blocked shots,5,0
Corner kicks,3,1
Yellow cards,0,4
Free kicks,7,4
Throw-ins,9,7
Goal kicks,2,6
Big chances,6,0
Big chances missed,3,0
Shots inside box,14,0
Shots outside box,3,1
Goalkeeper saves,0,4
Passes,270,171
Accurate passes,224 (83%),129 (75%)
Long balls,11/26 (42%),10/26 (38%)
Crosses,4/10 (40%),1/4 (25%)
Dribbles,3/6 (50%),8/14 (57%)
Possession lost,60,67
Duels won,25,23
Aerials won,7,6
Tackles,8,5
Interceptions,4,6
Clearances,3,8
