winnerCode,startTimestamp,cupMatchesInRound,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
1,1688693400,1,"Central American and Caribbean Games, Knockout stage",North & Central America,north-and-central-america,Central American and Caribbean Games,Central American and Caribbean Games 2023,2023,29,Final,final,1,Mexico U23,Mexico,M,4786,Gerardo Espinoza,G. Espinoza,MX,Mexico,MEX,True,MX,Mexico,Mexico U23,Costa Rica U23,Costa Rica,M,CRC,True,CR,Costa Rica,Costa Rica U23,2,2,1,1,2,1,1,0,1,1,1,4
