name,home,away
Ball possession,48%,52%
Total shots,13,5
Shots on target,2,2
Shots off target,6,1
Blocked shots,5,2
Corner kicks,4,5
Offsides,3,1
Fouls,20,18
Yellow cards,3,2
Red cards,1,0
Free kicks,16,18
Throw-ins,21,36
Goal kicks,6,7
Shots inside box,7,1
Shots outside box,6,4
Goalkeeper saves,2,1
Passes,295,316
Accurate passes,186 (63%),214 (68%)
Long balls,29/75 (39%),29/67 (43%)
Crosses,5/17 (29%),3/19 (16%)
Dribbles,13/23 (57%),6/16 (38%)
Possession lost,167,168
Duels won,62,59
Aerials won,10,16
Tackles,24,20
Interceptions,7,7
Clearances,14,14
Ball possession,53%,47%
Total shots,10,1
Shots on target,1,0
Shots off target,4,0
Blocked shots,5,1
Corner kicks,3,3
Offsides,1,0
Yellow cards,1,0
Red cards,0,0
Free kicks,9,10
Throw-ins,13,20
Goal kicks,3,3
Shots inside box,5,0
Shots outside box,5,1
Goalkeeper saves,0,1
Passes,185,168
Accurate passes,120 (65%),107 (64%)
Long balls,18/42 (43%),17/38 (45%)
Crosses,3/11 (27%),2/12 (17%)
Dribbles,11/18 (61%),3/9 (33%)
Possession lost,100,98
Duels won,41,37
Aerials won,4,10
Tackles,17,14
Interceptions,3,5
Clearances,7,13
Ball possession,43%,57%
Total shots,3,4
Shots on target,1,2
Shots off target,2,1
Blocked shots,0,1
Corner kicks,1,2
Offsides,2,1
Yellow cards,2,2
Red cards,1,0
Free kicks,7,8
Throw-ins,8,16
Goal kicks,3,4
Shots inside box,2,1
Shots outside box,1,3
Goalkeeper saves,2,0
Passes,110,148
Accurate passes,66 (60%),107 (72%)
Long balls,11/33 (33%),12/29 (41%)
Crosses,2/6 (33%),1/7 (14%)
Dribbles,2/5 (40%),3/7 (43%)
Possession lost,67,70
Duels won,21,22
Aerials won,6,6
Tackles,7,6
Interceptions,4,2
Clearances,7,1
