winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName
0,1690618500,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,SK Lisen B,SK Lisen B,M,102,LIS,False,CZ,Czech Republic,SK Lisen B,FC Zbrojovka Brno B,FC Zbrojovka Brno B,M,ZBR,False,FC Zbrojovka Brno B
