winnerCode,coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period2,awayScore.normaltime
3,-1,1690282800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,FK Rudar Pljevlja,Rudar,M,1093,Pljevlja,Stadion Pod Golubinjom,5100,17066,ME,Montenegro,RPJ,False,ME,Montenegro,FK Rudar Pljevlja,-1549065600,FK Radnički Novi Beograd,Radnički (NB),M,Andrey Chernyshov,A. Chernyshov,RU,Russia,RAB,False,RS,Serbia,FK Radnički Novi Beograd,1,1,1,1,1,1,1,1
