name,home,away
Expected goals,1.47,0.43
Expected assists,1.42,0.25
Ball possession,74%,26%
Total shots,11,7
Shots on target,4,2
Shots off target,6,5
Blocked shots,1,0
Corner kicks,3,3
Offsides,1,2
Fouls,8,10
Yellow cards,2,4
Free kicks,10,6
Throw-ins,24,15
Goal kicks,5,12
Big chances,1,0
Big chances missed,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,8,3
Shots outside box,3,4
Goalkeeper saves,1,3
Goals prevented,-0.66,0.70
Passes,695,239
Accurate passes,604 (87%),143 (60%)
Long balls,28/62 (45%),20/67 (30%)
Crosses,6/25 (24%),3/12 (25%)
Dribbles,20/31 (65%),12/20 (60%)
Possession lost,148,139
Duels won,69,61
Aerials won,24,26
Tackles,16,17
Interceptions,4,15
Clearances,7,27
Expected goals,0.61,0.41
Expected assists,0.53,0.17
Ball possession,75%,25%
Total shots,5,6
Shots on target,3,1
Shots off target,2,5
Blocked shots,0,0
Corner kicks,0,0
Offsides,0,1
Yellow cards,2,2
Free kicks,4,3
Throw-ins,10,10
Goal kicks,5,3
Big chances,1,0
Big chances missed,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,4,3
Shots outside box,1,3
Goalkeeper saves,0,2
Passes,380,119
Accurate passes,337 (89%),76 (64%)
Long balls,19/36 (53%),9/30 (30%)
Crosses,1/7 (14%),2/6 (33%)
Dribbles,6/12 (50%),7/12 (58%)
Possession lost,70,65
Duels won,26,33
Aerials won,8,13
Tackles,8,10
Interceptions,0,8
Clearances,3,10
Expected goals,0.86,0.02
Expected assists,0.89,0.08
Ball possession,72%,28%
Total shots,6,1
Shots on target,1,1
Shots off target,4,0
Blocked shots,1,0
Corner kicks,3,3
Offsides,1,1
Yellow cards,0,2
Free kicks,6,3
Throw-ins,14,5
Goal kicks,0,9
Big chances,0,0
Big chances missed,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,4,0
Shots outside box,2,1
Goalkeeper saves,1,1
Passes,315,120
Accurate passes,267 (85%),67 (56%)
Long balls,9/26 (35%),11/37 (30%)
Crosses,5/18 (28%),1/6 (17%)
Dribbles,14/19 (74%),5/8 (63%)
Possession lost,78,74
Duels won,43,28
Aerials won,16,13
Tackles,8,7
Interceptions,4,7
Clearances,4,17
