name,home,away
Ball possession,72%,28%
Total shots,16,6
Shots on target,6,0
Shots off target,6,3
Blocked shots,4,3
Corner kicks,10,3
Offsides,2,3
Fouls,15,12
Yellow cards,2,3
Red cards,0,1
Free kicks,11,15
Throw-ins,25,18
Goal kicks,5,16
Big chances,1,0
Hit woodwork,1,0
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,11,2
Shots outside box,5,4
Goalkeeper saves,0,5
Passes,647,247
Accurate passes,572 (88%),183 (74%)
Long balls,25/38 (66%),17/49 (35%)
Crosses,7/20 (35%),5/13 (38%)
Dribbles,19/31 (61%),12/19 (63%)
Possession lost,131,114
Duels won,61,54
Aerials won,17,11
Tackles,14,16
Interceptions,8,9
Clearances,7,37
Ball possession,77%,23%
Total shots,6,2
Shots on target,3,0
Shots off target,2,1
Blocked shots,1,1
Corner kicks,5,1
Offsides,1,2
Yellow cards,1,0
Red cards,0,0
Free kicks,5,6
Throw-ins,13,8
Goal kicks,2,5
Big chances,1,0
Hit woodwork,0,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,5,0
Shots outside box,1,2
Goalkeeper saves,0,2
Passes,371,109
Accurate passes,324 (87%),79 (72%)
Long balls,15/21 (71%),5/25 (20%)
Crosses,5/10 (50%),0/5 (0%)
Dribbles,11/19 (58%),6/8 (75%)
Possession lost,70,56
Duels won,33,26
Aerials won,11,5
Tackles,6,9
Interceptions,4,4
Clearances,4,20
Ball possession,66%,34%
Total shots,10,4
Shots on target,3,0
Shots off target,4,2
Blocked shots,3,2
Corner kicks,5,2
Offsides,1,1
Yellow cards,1,3
Red cards,0,1
Free kicks,6,9
Throw-ins,12,10
Goal kicks,3,11
Big chances,0,0
Hit woodwork,1,0
Counter attacks,0,1
Counter attack shots,0,1
Shots inside box,6,2
Shots outside box,4,2
Goalkeeper saves,0,3
Passes,276,138
Accurate passes,248 (90%),104 (75%)
Long balls,10/17 (59%),12/24 (50%)
Crosses,2/10 (20%),5/8 (63%)
Dribbles,8/12 (67%),6/11 (55%)
Possession lost,61,58
Duels won,28,28
Aerials won,6,6
Tackles,8,7
Interceptions,4,5
Clearances,3,17
