winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.venue.city.name,awayTeam.venue.stadium.name,awayTeam.venue.stadium.capacity,awayTeam.venue.id,awayTeam.venue.country.alpha2,awayTeam.venue.country.name,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,awayScore.current,awayScore.display,awayScore.period1
1,1688832000,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,NK Široki Brijeg,Široki Brijeg,M,3710,Marijan Budimir,M. Budimir,HR,Croatia,Široki Brijeg,Pecara,7000,3060,BA,Bosnia & Herzegovina,SB,False,BA,Bosnia & Herzegovina,NK Široki Brijeg,-694310400,HŠK Posušje,Posušje,M,Branko Karačić,B. Karačić,HR,Croatia,Posusje,Stadion Mokri Dolac,8000,29239,BA,Bosnia & Herzegovina,POS,False,BA,Bosnia & Herzegovina,HŠK Posušje,2,2,1,0,0,0
