winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
3,1689175800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Vardar Skopje,Vardar,M,1583,Skopje,Toše Proeski Arena,33011,1694,MK,North Macedonia,VAR,False,MK,North Macedonia,Vardar Skopje,-708393600,FK Arsimi 1973,Arsimi,M,ARS,False,MK,North Macedonia,FK Arsimi 1973,1,1,1,0,1,1,1,0,1,1
