winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
2,1688929200,"U20 CONMEBOL Libertadores, Group C",South America,south-america,U20 CONMEBOL Libertadores,U20 Copa Libertadores 2023,2023,3,Huachipato U20,Huachipato,M,372,HUA,False,Huachipato U20,Defensor Sporting U20,Def. Sporting,M,DEF,False,UY,Uruguay,Defensor Sporting U20,0,0,0,0,0,3,3,2,1,3,2,4
