name,home,away
Ball possession,56%,44%
Total shots,14,14
Shots on target,8,6
Shots off target,3,5
Blocked shots,3,3
Corner kicks,4,5
Offsides,4,2
Fouls,13,10
Yellow cards,3,3
Free kicks,10,10
Throw-ins,15,19
Goal kicks,7,8
Big chances,6,4
Big chances missed,1,2
Shots inside box,12,7
Shots outside box,2,7
Goalkeeper saves,2,1
Passes,405,303
Accurate passes,334 (82%),238 (79%)
Long balls,16/40 (40%),25/52 (48%)
Crosses,4/9 (44%),2/25 (8%)
Dribbles,11/19 (58%),9/17 (53%)
Possession lost,113,124
Duels won,54,41
Aerials won,15,9
Tackles,18,13
Interceptions,7,8
Clearances,23,9
Ball possession,61%,39%
Total shots,10,5
Shots on target,4,2
Shots off target,3,3
Blocked shots,3,0
Corner kicks,3,1
Offsides,2,1
Yellow cards,1,0
Free kicks,4,3
Throw-ins,9,8
Goal kicks,4,5
Big chances,2,1
Big chances missed,1,1
Shots inside box,8,2
Shots outside box,2,3
Goalkeeper saves,1,1
Passes,241,147
Accurate passes,209 (87%),111 (76%)
Long balls,7/16 (44%),15/35 (43%)
Crosses,2/5 (40%),1/11 (9%)
Dribbles,7/12 (58%),6/8 (75%)
Possession lost,60,63
Duels won,28,22
Aerials won,9,6
Tackles,8,7
Interceptions,3,3
Clearances,5,7
Ball possession,50%,50%
Total shots,4,9
Shots on target,4,4
Shots off target,0,2
Blocked shots,0,3
Corner kicks,1,4
Offsides,2,1
Yellow cards,2,3
Free kicks,6,7
Throw-ins,6,11
Goal kicks,3,3
Big chances,4,3
Big chances missed,0,1
Shots inside box,4,5
Shots outside box,0,4
Goalkeeper saves,1,0
Passes,164,156
Accurate passes,125 (76%),127 (81%)
Long balls,9/24 (38%),10/17 (59%)
Crosses,2/4 (50%),1/14 (7%)
Dribbles,4/7 (57%),3/9 (33%)
Possession lost,53,61
Duels won,26,19
Aerials won,6,3
Tackles,10,6
Interceptions,4,5
Clearances,18,2
