name,home,away
Ball possession,40%,60%
Total shots,10,17
Shots on target,5,6
Shots off target,1,7
Blocked shots,4,4
Corner kicks,1,5
Offsides,0,1
Fouls,13,11
Yellow cards,1,2
Free kicks,11,13
Throw-ins,30,28
Goal kicks,8,3
Big chances,2,3
Big chances missed,1,2
Counter attacks,1,2
Counter attack shots,1,1
Counter attack goals,0,1
Shots inside box,6,12
Shots outside box,4,5
Goalkeeper saves,5,2
Passes,303,427
Accurate passes,213 (70%),329 (77%)
Long balls,32/71 (45%),46/74 (62%)
Crosses,1/7 (14%),6/36 (17%)
Dribbles,10/22 (45%),18/26 (69%)
Possession lost,148,170
Duels won,58,70
Aerials won,23,13
Tackles,14,26
Interceptions,9,11
Clearances,40,9
Ball possession,46%,54%
Total shots,5,8
Shots on target,2,2
Shots off target,1,3
Blocked shots,2,3
Corner kicks,1,3
Offsides,0,1
Yellow cards,1,2
Free kicks,7,6
Throw-ins,21,11
Goal kicks,3,2
Big chances,0,2
Big chances missed,0,1
Counter attacks,0,2
Counter attack shots,0,1
Counter attack goals,0,1
Shots inside box,2,5
Shots outside box,3,3
Goalkeeper saves,1,0
Passes,161,184
Accurate passes,121 (75%),137 (74%)
Long balls,15/29 (52%),18/35 (51%)
Crosses,1/5 (20%),3/10 (30%)
Dribbles,4/10 (40%),7/9 (78%)
Possession lost,70,72
Duels won,26,32
Aerials won,9,7
Tackles,6,12
Interceptions,7,5
Clearances,9,6
Ball possession,36%,64%
Total shots,5,9
Shots on target,3,4
Shots off target,0,4
Blocked shots,2,1
Corner kicks,0,2
Offsides,0,0
Yellow cards,0,0
Free kicks,4,7
Throw-ins,9,17
Goal kicks,5,1
Big chances,2,1
Big chances missed,1,1
Counter attacks,1,0
Counter attack shots,1,0
Counter attack goals,0,0
Shots inside box,4,7
Shots outside box,1,2
Goalkeeper saves,4,2
Passes,142,243
Accurate passes,92 (65%),192 (79%)
Long balls,17/42 (40%),28/39 (72%)
Crosses,0/2 (0%),3/26 (12%)
Dribbles,6/12 (50%),11/17 (65%)
Possession lost,78,98
Duels won,32,38
Aerials won,14,6
Tackles,8,14
Interceptions,2,6
Clearances,31,3
