winnerCode,coverage,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,-1,1689523200,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Udinese,Udinese,M,52864,Andrea Sottil,A. Sottil,IT,Italy,Udine,Dacia Arena,25132,641,IT,Italy,UDI,False,IT,Italy,Udinese,-2319148800,Dilettanti Friuli Venezia Giulia,Dilettanti Friuli Venezia Giulia,M,DFV,False,Dilettanti Friuli Venezia Giulia,15,15,8,7,15,0,0,0,0,0
