winnerCode,startTimestamp,hasBet365LiveStream,bet365ExcludedCountryCodes,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,venue.city.name,venue.stadium.name,venue.stadium.capacity,venue.id,venue.country.alpha2,venue.country.name,referee.name,referee.yellowCards,referee.redCards,referee.yellowRedCards,referee.games,referee.country.alpha2,referee.country.name,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.ranking,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.manager.name,awayTeam.manager.shortName,awayTeam.manager.country.alpha2,awayTeam.manager.country.name,awayTeam.nameCode,awayTeam.ranking,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,awayTeam.foundationDateTimestamp,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2
2,1688346000,True,"['AI', 'AN', 'AW', 'BB', 'BM', 'BQ', 'BS', 'BZ', 'CA', 'CR', 'CU', 'CW', 'DM', 'DO', 'GD', 'GF', 'GP', 'GT', 'GY', 'HN', 'HT', 'JM', 'KN', 'KY', 'LC', 'MF', 'MQ', 'MS', 'MX', 'NI', 'ON', 'PA', 'PR', 'SG', 'SR', 'SV', 'TC', 'TT', 'US', 'VC', 'VG', 'VI', 'IR', 'GR', 'RU', 'CH']","CONCACAF Gold Cup, Group B",North & Central America,north-and-central-america,CONCACAF Gold Cup,Gold Cup 2023,2023,3,Santa Clara,Levi's Stadium,68500,15872,US,USA,Drew Fischer,597,23,9,169,CA,Canada,Mexico,Mexico,M,102175,Jaime Lozano,J. Lozano,MX,Mexico,MEX,14,True,MX,Mexico,Mexico,-1336780800,Qatar,Qatar,M,Carlos Queiroz,C. Queiroz,PT,Portugal,QAT,58,True,QA,Qatar,Qatar,1472947200,0,0,0,0,0,1,1,1,0,1,4,10
