name,home,away
Expected goals,1.74,2.67
Expected assists,0.87,1.60
Ball possession,37%,63%
Total shots,14,16
Shots on target,3,6
Shots off target,6,9
Blocked shots,5,1
Corner kicks,5,5
Offsides,1,0
Fouls,11,5
Yellow cards,1,1
Free kicks,4,10
Throw-ins,17,19
Goal kicks,12,10
Big chances,2,3
Big chances missed,2,1
Shots inside box,10,10
Shots outside box,4,6
Goalkeeper saves,4,3
Goals prevented,0.17,0.22
Passes,344,626
Accurate passes,269 (78%),545 (87%)
Long balls,16/38 (42%),27/49 (55%)
Crosses,2/18 (11%),1/11 (9%)
Dribbles,8/20 (40%),14/21 (67%)
Possession lost,128,130
Duels won,42,55
Aerials won,12,14
Tackles,18,17
Interceptions,15,7
Clearances,13,10
Expected goals,1.00,0.72
Expected assists,0.72,0.52
Ball possession,39%,61%
Total shots,8,4
Shots on target,2,2
Shots off target,4,2
Blocked shots,2,0
Corner kicks,2,2
Offsides,1,0
Yellow cards,0,0
Free kicks,4,4
Throw-ins,12,10
Goal kicks,4,4
Big chances,1,1
Big chances missed,1,0
Shots inside box,6,2
Shots outside box,2,2
Goalkeeper saves,1,2
Passes,197,325
Accurate passes,155 (79%),276 (85%)
Long balls,9/19 (47%),14/30 (47%)
Crosses,2/10 (20%),1/4 (25%)
Dribbles,2/7 (29%),7/10 (70%)
Possession lost,66,69
Duels won,21,23
Aerials won,7,5
Tackles,8,7
Interceptions,7,4
Clearances,6,4
Expected goals,0.74,1.95
Expected assists,0.15,1.08
Ball possession,34%,66%
Total shots,6,12
Shots on target,1,4
Shots off target,2,7
Blocked shots,3,1
Corner kicks,3,3
Offsides,0,0
Yellow cards,1,1
Free kicks,0,6
Throw-ins,5,9
Goal kicks,8,6
Big chances,1,2
Big chances missed,1,1
Shots inside box,4,8
Shots outside box,2,4
Goalkeeper saves,3,1
Passes,147,301
Accurate passes,114 (78%),269 (89%)
Long balls,7/19 (37%),13/19 (68%)
Crosses,0/8 (0%),0/7 (0%)
Dribbles,6/13 (46%),7/11 (64%)
Possession lost,62,61
Duels won,21,32
Aerials won,5,9
Tackles,10,10
Interceptions,8,3
Clearances,7,6
