name,home,away
Ball possession,60%,40%
Total shots,22,6
Shots on target,5,4
Shots off target,14,2
Blocked shots,3,0
Corner kicks,2,6
Offsides,1,3
Fouls,8,12
Yellow cards,1,2
Red cards,0,1
Free kicks,11,7
Throw-ins,17,22
Goal kicks,7,26
Big chances,2,2
Big chances missed,1,1
Counter attacks,1,1
Counter attack shots,1,1
Shots inside box,10,3
Shots outside box,12,3
Goalkeeper saves,3,3
Passes,487,329
Accurate passes,410 (84%),253 (77%)
Long balls,24/53 (45%),27/64 (42%)
Crosses,5/13 (38%),1/10 (10%)
Dribbles,10/21 (48%),10/17 (59%)
Possession lost,119,128
Duels won,48,37
Aerials won,9,6
Tackles,18,14
Interceptions,11,14
Clearances,10,10
Ball possession,64%,36%
Total shots,10,1
Shots on target,3,0
Shots off target,7,1
Blocked shots,0,0
Corner kicks,0,0
Offsides,1,1
Yellow cards,0,0
Red cards,0,1
Free kicks,4,2
Throw-ins,7,11
Goal kicks,3,14
Big chances,1,0
Big chances missed,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,0
Shots outside box,7,1
Goalkeeper saves,0,1
Passes,279,155
Accurate passes,239 (86%),113 (73%)
Long balls,13/29 (45%),11/32 (34%)
Crosses,1/4 (25%),0/2 (0%)
Dribbles,5/11 (45%),6/9 (67%)
Possession lost,62,64
Duels won,20,17
Aerials won,3,2
Tackles,8,7
Interceptions,7,7
Clearances,1,3
Ball possession,55%,45%
Total shots,12,5
Shots on target,2,4
Shots off target,7,1
Blocked shots,3,0
Corner kicks,2,6
Offsides,0,2
Yellow cards,1,2
Red cards,0,0
Free kicks,7,5
Throw-ins,10,11
Goal kicks,4,12
Big chances,1,2
Big chances missed,1,1
Counter attacks,1,1
Counter attack shots,1,1
Shots inside box,7,3
Shots outside box,5,2
Goalkeeper saves,3,2
Passes,208,174
Accurate passes,171 (82%),140 (80%)
Long balls,11/24 (46%),16/32 (50%)
Crosses,4/9 (44%),1/8 (13%)
Dribbles,5/10 (50%),4/8 (50%)
Possession lost,57,64
Duels won,28,20
Aerials won,6,4
Tackles,10,7
Interceptions,4,7
Clearances,9,7
