name,home,away
Ball possession,48%,52%
Total shots,14,16
Shots on target,5,4
Shots off target,2,6
Blocked shots,7,6
Corner kicks,5,4
Offsides,0,5
Fouls,18,15
Yellow cards,4,3
Red cards,0,1
Free kicks,15,16
Throw-ins,20,20
Goal kicks,10,10
Big chances,2,2
Big chances missed,0,2
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,7,9
Shots outside box,7,7
Goalkeeper saves,4,3
Passes,424,451
Accurate passes,361 (85%),392 (87%)
Long balls,24/49 (49%),26/38 (68%)
Crosses,2/9 (22%),2/15 (13%)
Dribbles,4/10 (40%),5/5 (100%)
Possession lost,100,106
Duels won,40,52
Aerials won,6,12
Tackles,15,19
Interceptions,12,4
Clearances,16,11
Ball possession,44%,56%
Total shots,10,6
Shots on target,2,2
Shots off target,2,1
Blocked shots,6,3
Corner kicks,3,0
Offsides,0,4
Yellow cards,1,2
Red cards,0,0
Free kicks,9,4
Throw-ins,10,11
Goal kicks,2,5
Big chances,0,2
Big chances missed,0,2
Counter attacks,0,2
Counter attack shots,0,2
Shots inside box,4,4
Shots outside box,6,2
Goalkeeper saves,2,2
Passes,213,277
Accurate passes,175 (82%),240 (87%)
Long balls,10/26 (38%),12/19 (63%)
Crosses,0/5 (0%),0/4 (0%)
Dribbles,4/6 (67%),2/2 (100%)
Possession lost,57,62
Duels won,24,20
Aerials won,2,5
Tackles,9,9
Interceptions,12,4
Clearances,6,9
Ball possession,54%,46%
Total shots,4,10
Shots on target,3,2
Shots off target,0,5
Blocked shots,1,3
Corner kicks,2,4
Offsides,0,1
Yellow cards,3,1
Red cards,0,1
Free kicks,6,12
Throw-ins,10,9
Goal kicks,8,5
Big chances,2,0
Big chances missed,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,5
Shots outside box,1,5
Goalkeeper saves,2,1
Passes,211,174
Accurate passes,186 (88%),152 (87%)
Long balls,14/23 (61%),14/19 (74%)
Crosses,2/4 (50%),2/11 (18%)
Dribbles,0/4 (0%),3/3 (100%)
Possession lost,43,44
Duels won,16,32
Aerials won,4,7
Tackles,6,10
Interceptions,0,0
Clearances,10,2
