name,home,away
Ball possession,47%,53%
Total shots,18,7
Shots on target,5,4
Shots off target,7,0
Blocked shots,6,3
Corner kicks,2,10
Offsides,0,2
Fouls,10,14
Yellow cards,3,3
Free kicks,14,9
Throw-ins,19,23
Goal kicks,5,8
Big chances,5,0
Big chances missed,2,0
Hit woodwork,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,11,5
Shots outside box,7,2
Goalkeeper saves,2,2
Passes,398,436
Accurate passes,325 (82%),360 (83%)
Long balls,26/50 (52%),23/43 (53%)
Crosses,5/8 (63%),4/20 (20%)
Dribbles,6/11 (55%),6/16 (38%)
Possession lost,104,127
Duels won,54,38
Aerials won,17,15
Tackles,18,8
Interceptions,10,11
Clearances,19,10
Ball possession,42%,58%
Total shots,8,3
Shots on target,3,2
Shots off target,3,0
Blocked shots,2,1
Corner kicks,2,3
Offsides,0,1
Yellow cards,1,2
Free kicks,5,6
Throw-ins,9,9
Goal kicks,1,4
Big chances,3,0
Big chances missed,1,0
Hit woodwork,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,7,2
Shots outside box,1,1
Goalkeeper saves,1,1
Passes,201,273
Accurate passes,171 (85%),241 (88%)
Long balls,15/26 (58%),13/22 (59%)
Crosses,4/6 (67%),2/9 (22%)
Dribbles,3/4 (75%),5/13 (38%)
Possession lost,42,56
Duels won,28,20
Aerials won,7,6
Tackles,13,3
Interceptions,6,8
Clearances,5,4
Ball possession,54%,46%
Total shots,10,4
Shots on target,2,2
Shots off target,4,0
Blocked shots,4,2
Corner kicks,0,7
Offsides,0,1
Yellow cards,2,1
Free kicks,9,3
Throw-ins,10,14
Goal kicks,4,4
Big chances,2,0
Big chances missed,1,0
Hit woodwork,0,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,4,3
Shots outside box,6,1
Goalkeeper saves,1,1
Passes,197,163
Accurate passes,154 (78%),119 (73%)
Long balls,11/24 (46%),10/21 (48%)
Crosses,1/2 (50%),2/11 (18%)
Dribbles,3/7 (43%),1/3 (33%)
Possession lost,62,71
Duels won,26,18
Aerials won,10,9
Tackles,5,5
Interceptions,4,3
Clearances,14,6
