winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,roundInfo.round,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.venue.city.name,homeTeam.venue.stadium.name,homeTeam.venue.stadium.capacity,homeTeam.venue.id,homeTeam.venue.country.alpha2,homeTeam.venue.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,homeTeam.foundationDateTimestamp,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
1,1690027200,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,1,SSVg Velbert,Velbert,M,2400,Dimitrios Pappas,D. Pappas,GR,Greece,Velbert,Christopeit Sport Arena,4702,8507,DE,Germany,VEL,False,DE,Germany,SSVg Velbert,-2141337600,TVD Velbert 1870,TVD Velbert 1870,M,TVD,False,TVD Velbert 1870,4,4,3,1,4,2,2,1,1,2
