winnerCode,startTimestamp,tournament.name,tournament.category.name,tournament.category.flag,tournament.uniqueTournament.name,season.name,season.year,homeTeam.name,homeTeam.shortName,homeTeam.gender,homeTeam.userCount,homeTeam.manager.name,homeTeam.manager.shortName,homeTeam.manager.country.alpha2,homeTeam.manager.country.name,homeTeam.nameCode,homeTeam.national,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.fullName,awayTeam.name,awayTeam.shortName,awayTeam.gender,awayTeam.nameCode,awayTeam.national,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.fullName,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime
3,1689175800,Club Friendly Games,World,international,Club Friendly Games,Club Friendly Games 2023,2023,Bospor Bohumín,Bospor Bohumín,M,150,Martin Spicka,M. Spicka,CZ,Czech Republic,BOS,False,CZ,Czech Republic,Bospor Bohumín,FK Slavia Orlova,Orlova,M,ORL,False,CZ,Czech Republic,FK Slavia Orlova,0,0,0,0,0,0,0,0,0,0
