name,home,away
Expected goals,0.91,1.12
Ball possession,47%,53%
Total shots,12,8
Shots on target,2,3
Shots off target,7,0
Blocked shots,3,5
Corner kicks,7,6
Offsides,3,1
Fouls,12,11
Yellow cards,1,1
Free kicks,11,11
Throw-ins,23,29
Goal kicks,1,10
Big chances,1,1
Big chances missed,1,1
Hit woodwork,1,0
Shots inside box,6,3
Shots outside box,6,5
Goalkeeper saves,3,2
Passes,386,433
Accurate passes,307 (80%),349 (81%)
Long balls,35/60 (58%),32/70 (46%)
Crosses,7/27 (26%),3/23 (13%)
Dribbles,6/8 (75%),5/9 (56%)
Possession lost,135,138
Duels won,44,33
Aerials won,12,2
Tackles,15,15
Interceptions,8,14
Clearances,24,21
Ball possession,38%,62%
Total shots,7,4
Shots on target,1,1
Shots off target,3,0
Blocked shots,3,3
Corner kicks,5,2
Offsides,3,1
Yellow cards,0,0
Free kicks,5,3
Throw-ins,7,20
Goal kicks,0,3
Big chances,0,1
Big chances missed,0,1
Hit woodwork,0,0
Shots inside box,3,1
Shots outside box,4,3
Goalkeeper saves,1,1
Passes,154,260
Accurate passes,123 (80%),218 (84%)
Long balls,15/24 (63%),16/33 (48%)
Crosses,3/14 (21%),2/16 (13%)
Dribbles,3/4 (75%),0/2 (0%)
Possession lost,60,68
Duels won,23,13
Aerials won,8,1
Tackles,7,9
Interceptions,6,4
Clearances,18,11
Ball possession,58%,42%
Total shots,5,4
Shots on target,1,2
Shots off target,4,0
Blocked shots,0,2
Corner kicks,2,4
Offsides,0,0
Yellow cards,1,1
Free kicks,6,8
Throw-ins,16,9
Goal kicks,1,7
Big chances,1,0
Big chances missed,1,0
Hit woodwork,1,0
Shots inside box,3,2
Shots outside box,2,2
Goalkeeper saves,2,1
Passes,232,173
Accurate passes,184 (79%),131 (76%)
Long balls,20/36 (56%),16/37 (43%)
Crosses,4/13 (31%),1/7 (14%)
Dribbles,3/4 (75%),5/7 (71%)
Possession lost,75,70
Duels won,21,20
Aerials won,4,1
Tackles,8,6
Interceptions,2,10
Clearances,6,10
