name,home,away
Ball possession,59%,41%
Total shots,16,11
Shots on target,6,3
Shots off target,6,6
Blocked shots,4,2
Corner kicks,7,5
Offsides,0,2
Fouls,10,17
Yellow cards,2,4
Free kicks,16,10
Throw-ins,24,22
Goal kicks,9,12
Big chances,4,0
Big chances missed,2,0
Hit woodwork,1,0
Shots inside box,10,9
Shots outside box,6,2
Goalkeeper saves,2,4
Passes,437,302
Accurate passes,305 (70%),176 (58%)
Long balls,46/91 (51%),17/75 (23%)
Crosses,2/17 (12%),3/11 (27%)
Dribbles,2/3 (67%),5/8 (63%)
Possession lost,179,171
Duels won,33,30
Aerials won,6,6
Tackles,10,9
Interceptions,9,11
Clearances,11,11
Ball possession,56%,44%
Total shots,6,7
Shots on target,3,2
Shots off target,3,5
Blocked shots,0,0
Corner kicks,3,1
Offsides,0,1
Yellow cards,2,2
Free kicks,9,6
Throw-ins,8,10
Goal kicks,8,5
Big chances,1,0
Big chances missed,0,0
Hit woodwork,0,0
Shots inside box,3,5
Shots outside box,3,2
Goalkeeper saves,1,2
Passes,224,174
Accurate passes,159 (71%),114 (66%)
Long balls,24/50 (48%),8/35 (23%)
Crosses,1/6 (17%),2/5 (40%)
Dribbles,2/3 (67%),3/5 (60%)
Possession lost,90,83
Duels won,22,15
Aerials won,4,2
Tackles,8,4
Interceptions,4,6
Clearances,2,2
Ball possession,63%,37%
Total shots,10,4
Shots on target,3,1
Shots off target,3,1
Blocked shots,4,2
Corner kicks,4,4
Offsides,0,1
Yellow cards,0,2
Free kicks,7,4
Throw-ins,16,12
Goal kicks,1,7
Big chances,3,0
Big chances missed,2,0
Hit woodwork,1,0
Shots inside box,7,4
Shots outside box,3,0
Goalkeeper saves,1,2
Passes,213,128
Accurate passes,146 (69%),62 (48%)
Long balls,22/41 (54%),9/40 (23%)
Crosses,1/11 (9%),1/6 (17%)
Dribbles,0/0 (0%),2/3 (67%)
Possession lost,89,88
Duels won,11,15
Aerials won,2,4
Tackles,2,5
Interceptions,5,5
Clearances,9,9
