name,home,away
Ball possession,48%,52%
Total shots,14,13
Shots on target,5,5
Shots off target,4,6
Blocked shots,5,2
Corner kicks,8,1
Offsides,2,0
Fouls,17,18
Yellow cards,4,2
Free kicks,17,17
Throw-ins,20,21
Goal kicks,15,9
Big chances,4,1
Big chances missed,3,1
Shots inside box,8,4
Shots outside box,6,9
Goalkeeper saves,4,4
Passes,334,380
Accurate passes,254 (76%),298 (78%)
Long balls,17/52 (33%),30/66 (45%)
Crosses,7/23 (30%),1/8 (13%)
Dribbles,10/19 (53%),12/22 (55%)
Possession lost,132,129
Duels won,58,53
Aerials won,11,10
Tackles,20,14
Interceptions,9,6
Clearances,11,23
Ball possession,56%,44%
Total shots,9,9
Shots on target,4,4
Shots off target,2,3
Blocked shots,3,2
Corner kicks,2,1
Offsides,0,0
Yellow cards,2,1
Free kicks,5,11
Throw-ins,14,11
Goal kicks,8,4
Big chances,3,1
Big chances missed,2,1
Shots inside box,7,3
Shots outside box,2,6
Goalkeeper saves,3,3
Passes,201,167
Accurate passes,159 (79%),122 (73%)
Long balls,11/26 (42%),16/36 (44%)
Crosses,6/12 (50%),1/4 (25%)
Dribbles,5/9 (56%),7/10 (70%)
Possession lost,63,60
Duels won,22,31
Aerials won,7,7
Tackles,5,6
Interceptions,5,3
Clearances,5,14
Ball possession,40%,60%
Total shots,5,4
Shots on target,1,1
Shots off target,2,3
Blocked shots,2,0
Corner kicks,6,0
Offsides,2,0
Yellow cards,2,1
Free kicks,12,6
Throw-ins,6,10
Goal kicks,7,5
Big chances,1,0
Big chances missed,1,0
Shots inside box,1,1
Shots outside box,4,3
Goalkeeper saves,1,1
Passes,133,213
Accurate passes,95 (71%),176 (83%)
Long balls,6/26 (23%),14/30 (47%)
Crosses,1/11 (9%),0/4 (0%)
Dribbles,5/10 (50%),5/12 (42%)
Possession lost,69,69
Duels won,36,22
Aerials won,4,3
Tackles,15,8
Interceptions,4,3
Clearances,6,9
