name,home,away
Expected goals,0.55,1.13
Expected assists,0.24,1.43
Ball possession,38%,62%
Total shots,9,13
Shots on target,4,1
Shots off target,3,4
Blocked shots,2,8
Corner kicks,8,8
Offsides,2,1
Fouls,14,10
Yellow cards,2,5
Free kicks,9,14
Throw-ins,16,23
Goal kicks,4,6
Big chances,1,0
Big chances missed,1,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,6,8
Shots outside box,3,5
Goalkeeper saves,1,3
Goals prevented,0.01,-0.12
Passes,314,530
Accurate passes,234 (75%),443 (84%)
Long balls,18/44 (41%),14/34 (41%)
Crosses,3/26 (12%),6/32 (19%)
Dribbles,11/23 (48%),14/23 (61%)
Possession lost,147,155
Duels won,51,71
Aerials won,9,16
Tackles,22,27
Interceptions,10,3
Clearances,28,27
Expected goals,0.39,0.29
Expected assists,0.16,0.29
Ball possession,45%,55%
Total shots,5,4
Shots on target,3,1
Shots off target,0,1
Blocked shots,2,2
Corner kicks,7,6
Offsides,2,1
Yellow cards,1,0
Free kicks,4,5
Throw-ins,10,10
Goal kicks,1,2
Big chances,1,0
Big chances missed,1,0
Counter attacks,0,0
Counter attack shots,0,0
Shots inside box,3,3
Shots outside box,2,1
Goalkeeper saves,1,2
Passes,180,231
Accurate passes,141 (78%),189 (82%)
Long balls,7/21 (33%),7/17 (41%)
Crosses,2/17 (12%),3/14 (21%)
Dribbles,6/14 (43%),6/6 (100%)
Possession lost,82,66
Duels won,18,35
Aerials won,5,8
Tackles,3,16
Interceptions,5,2
Clearances,7,18
Expected goals,0.16,0.83
Expected assists,0.08,1.14
Ball possession,31%,69%
Total shots,4,9
Shots on target,1,0
Shots off target,3,3
Blocked shots,0,6
Corner kicks,1,2
Offsides,0,0
Yellow cards,1,5
Free kicks,5,9
Throw-ins,6,13
Goal kicks,3,4
Big chances,0,0
Big chances missed,0,0
Counter attacks,1,0
Counter attack shots,1,0
Shots inside box,3,5
Shots outside box,1,4
Goalkeeper saves,0,1
Passes,134,299
Accurate passes,93 (69%),254 (85%)
Long balls,11/23 (48%),7/17 (41%)
Crosses,1/9 (11%),3/18 (17%)
Dribbles,5/9 (56%),8/17 (47%)
Possession lost,65,89
Duels won,33,36
Aerials won,4,8
Tackles,19,11
Interceptions,5,1
Clearances,21,9
