name,home,away,compareCode,groupName
Ball possession,57%,43%,1,Possession
Total shots,18,12,1,Shots
Shots on target,5,6,2,Shots
Shots off target,9,5,1,Shots
Blocked shots,4,1,1,Shots
Corner kicks,4,3,1,TVData
Offsides,3,6,2,TVData
Fouls,12,14,2,TVData
Yellow cards,1,3,2,TVData
Free kicks,13,11,1,TVData
Throw-ins,30,26,1,TVData
Goal kicks,9,12,2,TVData
Big chances,1,1,3,Shots extra
Big chances missed,1,0,1,Shots extra
Hit woodwork,0,1,2,Shots extra
Counter attacks,1,0,1,Shots extra
Counter attack shots,1,0,1,Shots extra
Shots inside box,12,8,1,Shots extra
Shots outside box,6,4,1,Shots extra
Goalkeeper saves,5,4,1,Shots extra
Passes,437,328,1,Passes
Accurate passes,330 (76%),238 (73%),1,Passes
Long balls,28/62 (45%),31/76 (41%),1,Passes
Crosses,5/18 (28%),4/13 (31%),2,Passes
Dribbles,7/12 (58%),5/9 (56%),1,Duels
Possession lost,159,147,1,Duels
Duels won,59,40,1,Duels
Aerials won,19,9,1,Duels
Tackles,20,15,1,Defending
Interceptions,13,20,2,Defending
Clearances,22,25,2,Defending
Ball possession,56%,44%,1,Possession
Total shots,9,5,1,Shots
Shots on target,4,3,1,Shots
Shots off target,3,1,1,Shots
Blocked shots,2,1,1,Shots
Corner kicks,2,2,3,TVData
Offsides,1,4,2,TVData
Yellow cards,0,1,2,TVData
Free kicks,5,4,1,TVData
Throw-ins,16,14,1,TVData
Goal kicks,5,4,1,TVData
Big chances,1,1,3,Shots extra
Big chances missed,1,0,1,Shots extra
Hit woodwork,0,0,3,Shots extra
Counter attacks,0,0,3,Shots extra
Counter attack shots,0,0,3,Shots extra
Shots inside box,6,3,1,Shots extra
Shots outside box,3,2,1,Shots extra
Goalkeeper saves,2,3,2,Shots extra
Passes,216,175,1,Passes
Accurate passes,165 (76%),131 (75%),1,Passes
Long balls,9/27 (33%),17/38 (45%),2,Passes
Crosses,2/10 (20%),2/6 (33%),2,Passes
Dribbles,3/5 (60%),1/5 (20%),1,Duels
Possession lost,72,71,1,Duels
Duels won,29,14,1,Duels
Aerials won,6,4,1,Duels
Tackles,15,5,1,Defending
Interceptions,6,10,2,Defending
Clearances,9,10,2,Defending
Ball possession,59%,41%,1,Possession
Total shots,9,7,1,Shots
Shots on target,1,3,2,Shots
Shots off target,6,4,1,Shots
Blocked shots,2,0,1,Shots
Corner kicks,2,1,1,TVData
Offsides,2,2,3,TVData
Yellow cards,1,2,2,TVData
Free kicks,8,7,1,TVData
Throw-ins,14,12,1,TVData
Goal kicks,4,8,2,TVData
Big chances,0,0,3,Shots extra
Big chances missed,0,0,3,Shots extra
Hit woodwork,0,1,2,Shots extra
Counter attacks,1,0,1,Shots extra
Counter attack shots,1,0,1,Shots extra
Shots inside box,6,5,1,Shots extra
Shots outside box,3,2,1,Shots extra
Goalkeeper saves,3,1,1,Shots extra
Passes,221,153,1,Passes
Accurate passes,165 (75%),107 (70%),1,Passes
Long balls,19/35 (54%),14/38 (37%),1,Passes
Crosses,3/8 (38%),2/7 (29%),1,Passes
Dribbles,4/7 (57%),4/4 (100%),2,Duels
Possession lost,87,76,1,Duels
Duels won,30,26,1,Duels
Aerials won,13,5,1,Duels
Tackles,5,10,2,Defending
Interceptions,7,10,2,Defending
Clearances,13,15,2,Defending
