averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
60.087804878049,46.851219512195,41,André Henrique,,,andre-henrique,A. Henrique,F,91,1463912,home
7.7939393939394,49.193939393939,33,Gabriel Grando,Gabriel Grando,,gabriel-grando,Gabriel Grando,G,419,1111770,home
62.147826086957,40.85652173913,23,Fredy Noguera,,,fredy-noguera,F. Noguera,F,36,1382425,home
46.951724137931,38.951724137931,29,Lucas Milla,,,lucas-milla,Lucas Milla,M,63,1176212,home
37.24,24.273333333333,15,Juan Iturbe,,,juan-iturbe,J. Iturbe,M,439,146415,home
58.445762711864,43.093220338983,59,Bitello,Bitello,,bitello,Bitello,M,1047,1106839,home
35.501724137931,68.372413793103,58,Walter Kannemann,,,walter-kannemann,W. Kannemann,D,733,249647,home
53.392592592593,71.037037037037,27,Ferreira,,,ferreira,Ferreira,M,770,998499,home
32.203773584906,41.967924528302,53,Bruno Uvini,,,bruno-uvini,Bruno Uvini,D,167,158267,home
27.368292682927,45.363414634146,41,Bruno Alves,,,bruno-alves,B. Alves,D,400,551810,home
59.178873239437,51.838028169014,71,Franco Cristaldo,,,franco-cristaldo,Franco Cristaldo,M,1040,558820,home
51.174545454545,41.238181818182,55,Ronald Falkoski,Ronald Falkoski,,ronald-falkoski,R. Falkoski,M,169,1470941,home
46.024,83.132,75,Reinaldo,,,reinaldo,Reinaldo,D,848,243109,home
44.448571428571,17.555714285714,70,João Pedro,,,joao-pedro,João Pedro,D,282,605528,home
45.709638554217,55.844578313253,83,Felipe Carballo,,,felipe-carballo,F. Carballo,M,443,805038,home
10.461290322581,47.967741935484,31,Éverson,,,everson,Éverson,G,621,870748,away
46.559,57.534,100,Otávio,,,otavio,Otávio,M,368,552686,away
50.069230769231,15.851282051282,39,Renzo Saravia,,,renzo-saravia,R. Saravia,D,558,315916,away
49.041739130435,86.771304347826,115,Rubens,Rubens,,rubens,Rubens,D,341,1093196,away
49.161538461538,80.830769230769,13,Pedrinho,,,pedrinho,Pedrinho,M,1479,874030,away
46.995238095238,16.930158730159,63,Mariano,,,mariano,Mariano,D,362,40076,away
54.744,28.16,25,Alisson Santana,Alisson Santana,,alisson-santana,Alisson Santana,M,29,1471221,away
54.985714285714,56.8,7,Alan Kardec,,,alan-kardec,Alan Kardec,F,433,39656,away
63.766176470588,29.829411764706,68,Cristian Pavón,,,cristian-pavon,C. Pavón,M,1674,358956,away
56.378,53.962,100,Rodrigo Battaglia,,,rodrigo-battaglia,R. Battaglia,M,441,158257,away
70.884722222222,42.823611111111,72,Hulk,,,hulk,Hulk,F,9252,34705,away
37.349438202247,31.210112359551,89,Igor Rabello,,,igor-rabello,I. Rabello,D,313,753662,away
63.298412698413,80.707936507936,63,Paulinho,,,paulinho,Paulinho,F,3217,885179,away
59.959701492537,51.411940298507,67,Igor Gomes,,,igor-gomes,I. Gomes,M,691,913598,away
34.680434782609,60.198913043478,92,Mauricio Lemos,,,mauricio-lemos,M. Lemos,D,507,385916,away
