name,home,away,compareCode,groupName
Ball possession,57%,43%,1,Possession
Total shots,10,8,1,Shots
Shots on target,1,1,3,Shots
Shots off target,5,5,3,Shots
Blocked shots,4,2,1,Shots
Corner kicks,5,1,1,TVData
Offsides,4,1,1,TVData
Fouls,12,12,3,TVData
Yellow cards,3,1,1,TVData
Free kicks,10,11,2,TVData
Throw-ins,30,21,1,TVData
Goal kicks,4,9,2,TVData
Big chances,0,1,2,Shots extra
Big chances missed,0,1,2,Shots extra
Counter attacks,1,0,1,Shots extra
Counter attack shots,1,0,1,Shots extra
Shots inside box,8,2,1,Shots extra
Shots outside box,2,6,2,Shots extra
Goalkeeper saves,1,1,3,Shots extra
Passes,503,392,1,Passes
Accurate passes,386 (77%),277 (71%),1,Passes
Long balls,32/70 (46%),30/69 (43%),1,Passes
Crosses,3/15 (20%),1/7 (14%),1,Passes
Dribbles,8/13 (62%),5/9 (56%),1,Duels
Possession lost,164,156,1,Duels
Duels won,55,55,3,Duels
Aerials won,26,30,2,Duels
Tackles,11,9,1,Defending
Interceptions,21,14,1,Defending
Clearances,25,19,1,Defending
Ball possession,59%,41%,1,Possession
Total shots,4,1,1,Shots
Shots on target,0,0,3,Shots
Shots off target,2,1,1,Shots
Blocked shots,2,0,1,Shots
Corner kicks,2,0,1,TVData
Offsides,2,1,1,TVData
Yellow cards,1,1,3,TVData
Free kicks,4,7,2,TVData
Throw-ins,15,11,1,TVData
Goal kicks,1,4,2,TVData
Big chances,0,0,3,Shots extra
Big chances missed,0,0,3,Shots extra
Counter attacks,1,0,1,Shots extra
Counter attack shots,1,0,1,Shots extra
Shots inside box,3,0,1,Shots extra
Shots outside box,1,1,3,Shots extra
Goalkeeper saves,0,0,3,Shots extra
Passes,273,192,1,Passes
Accurate passes,217 (79%),136 (71%),1,Passes
Long balls,16/34 (47%),13/34 (38%),1,Passes
Crosses,1/5 (20%),0/1 (0%),1,Passes
Dribbles,4/8 (50%),1/3 (33%),1,Duels
Possession lost,80,75,1,Duels
Duels won,27,32,2,Duels
Aerials won,13,16,2,Duels
Tackles,6,8,2,Defending
Interceptions,8,3,1,Defending
Clearances,7,6,1,Defending
Ball possession,54%,46%,1,Possession
Total shots,6,7,2,Shots
Shots on target,1,1,3,Shots
Shots off target,3,4,2,Shots
Blocked shots,2,2,3,Shots
Corner kicks,3,1,1,TVData
Offsides,2,0,1,TVData
Yellow cards,2,0,1,TVData
Free kicks,6,4,1,TVData
Throw-ins,15,10,1,TVData
Goal kicks,3,5,2,TVData
Big chances,0,1,2,Shots extra
Big chances missed,0,1,2,Shots extra
Counter attacks,0,0,3,Shots extra
Counter attack shots,0,0,3,Shots extra
Shots inside box,5,2,1,Shots extra
Shots outside box,1,5,2,Shots extra
Goalkeeper saves,1,1,3,Shots extra
Passes,230,200,1,Passes
Accurate passes,169 (73%),141 (71%),1,Passes
Long balls,16/36 (44%),17/35 (49%),2,Passes
Crosses,2/10 (20%),1/6 (17%),1,Passes
Dribbles,4/5 (80%),4/6 (67%),1,Duels
Possession lost,84,81,1,Duels
Duels won,28,23,1,Duels
Aerials won,13,14,2,Duels
Tackles,5,1,1,Defending
Interceptions,13,11,1,Defending
Clearances,18,13,1,Defending
