Home_value,Home_label,Home_player_name,Home_player_firstName,Home_player_lastName,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
7.4,rating,Marco Pellegrino,Marco Pellegrino,,pellegrino-marco,M. Pellegrino,D,46,1095023,EUR,1026950400,7.4,rating,Lucas Cháves,lucas-chaves,L. Cháves,G,83,789855,EUR,807926400
