Home_value,Home_label,Home_player_name,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_firstName,Away_player_lastName,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
10,rating,Ary Borges,borges-ary,A. Borges,M,437,1023952,EUR,946339200,7.5,rating,Yenith Bailey,,,bailey-yenith,Y. Bailey,G,15,1387533,EUR,985824000
