averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
21.486,72.106,50,Juan Komar,,,juan-komar,J. Komar,D,108,376734,home
64.991666666667,30.225,12,Gino Infantino,Gino Infantino,,gino-infantino,G. Infantino,M,551,1086992,home
61.5,65.65,10,Luciano Ferreyra,Luciano Ferreyra,,luciano-ferreyra,L. Ferreyra,M,94,1087068,home
51.48,64.45,10,Octavio Bianchi,,,bianchi-octavio,O. Bianchi,F,30,1183525,home
47.2,27.4,3,Facundo Agüero,,,facundo-aguero,F. Agüero,D,16,895234,home
44.063157894737,47.098245614035,57,Agustin Toledo,,,toledo-agustin,A. Toledo,M,15,1115981,home
48.480357142857,86.144642857143,56,Alan Rodríguez,,,alan-rodriguez,A. Rodríguez,D,189,990289,home
28.5,40.96779661017,59,Facundo Mallo,,,facundo-mallo,F. Mallo,D,60,877400,home
41.422580645161,14.837096774194,62,Damián Martínez,,,damian-martinez,D. Martínez,D,28,38106,home
8.4405405405405,47.42972972973,37,Jorge Broun,,,jorge-broun,J. Broun,G,56,789406,home
60.4,20.582692307692,52,Lautaro Giaccone,Laurtaro Giaccone,,lautaro-giaccone,L. Giaccone,M,132,1087087,home
47.716666666667,56.063333333333,60,Francis Mac Allister,,,francis-mac-allister,F. M. Allister,M,76,1089454,home
62.077272727273,46.236363636364,44,Alejo Veliz,Alejo Veliz,,alejo-veliz,A. Veliz,F,1368,1116987,home
54.949180327869,83.816393442623,61,Jaminton Campaz,,,jaminton-campaz,Jaminton Campaz,M,754,877299,home
58.665517241379,57.41724137931,58,Ignacio Malcorra,,,ignacio-malcorra,I. Malcorra,M,141,789427,home
59.8125,44.1,16,Claudio Echeverri,Claudio Echeverri,,echeverri-claudio,C. Echeverri,M,1645,1482424,away
68.707936507937,48.892063492063,63,Pablo Solari,,,pablo-solari,P. Solari,M,1467,1018450,away
74.2,34.0,4,Miguel Borja,,,miguel-borja,Miguel Borja,F,2357,329601,away
64.7225,46.6725,40,Salomón Rondón,,,salomon-rondon,S. Rondón,F,1965,35532,away
73.9,73.8,1,Matías Suárez,,,matias-suarez,M. Suárez,F,414,46007,away
43.045454545455,65.718181818182,11,David Martínez,,,david-martinez,D. Martínez,D,335,909479,away
43.886956521739,53.395652173913,69,Matías Kranevitter,,,matias-kranevitter,M. Kranevitter,M,236,295159,away
39.627083333333,22.921875,96,Robert Rojas,,,robert-rojas,R. Rojas,D,406,874964,away
46.706896551724,73.624137931034,29,Enzo Díaz,,,enzo-diaz,E. Díaz,D,169,932937,away
9.6333333333333,48.654901960784,51,Ezequiel Centurión,,,ezequiel-centurion,E. Centurión,G,121,876134,away
55.93625,34.24,80,José Paradela,,,jose-paradela,J. Paradela,M,222,944623,away
50.825396825397,12.711111111111,63,Marcelo Herrera,,,marcelo-herrera,M. Herrera,D,173,954700,away
31.472941176471,52.368235294118,85,Emanuel Mammana,,,emanuel-mammana,E. Mammana,D,361,358914,away
57.215384615385,53.694871794872,78,Agustín Palavecino,,,agustin-palavecino,A. Palavecino,M,497,941541,away
45.416417910448,29.528358208955,67,Santiago Simón,,,santiago-simon,S. Simón,M,597,1091058,away
49.279452054795,84.519178082192,73,Elías Gómez,,,elias-gomez,E. Gómez,D,110,365862,away
