averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
73.402631578947,55.3,38,Debinha,,,debinha,Debinha,M,445,315832,home
11.947368421053,52.942105263158,19,Lelê,,,lele,Lelê,G,146,1023760,home
48.760714285714,12.739285714286,28,Bruninha,,,bruninha,Bruninha,D,112,1065484,home
76.564705882353,40.635294117647,17,Gabi Nunes,,,nunes-gabi,G. Nunes,F,177,860760,home
57.90303030303,66.178787878788,33,Duda Sampaio,,,duda-sampaio,D. Sampaio,M,126,1401517,home
57.280952380952,28.171428571429,21,Marta,,,marta,Marta,M,1599,29154,home
44.391304347826,69.282608695652,115,Rafaelle,,,rafaelle,Rafaelle,D,229,796781,home
71.505479452055,35.4,73,Ary Borges,,,borges-ary,A. Borges,M,437,1023952,home
76.803703703704,72.203703703704,27,Geyse Ferreira,,,geyse-ferreira,G. Ferreira,F,1172,860772,home
58.504950495049,84.919801980198,101,Tamires,,,tamires,Tamires,D,265,796778,home
62.244791666667,46.357291666667,96,Kerolin,,,kerolin,Kerolin,F,191,944363,home
73.992727272727,47.538181818182,55,Bia Zaneratto,,,bia-zaneratto,B. Zaneratto,F,334,131547,home
59.405333333333,47.421333333333,75,Luana Bertolucci,,,luana-bertolucci,Luana,M,185,794302,home
55.197619047619,10.371428571429,84,Antônia Silva,,,antonia-silva,A. Silva,D,107,1022543,home
41.764516129032,35.077419354839,93,Lauren,,,lauren,Lauren,D,86,1023833,home
64.612790697674,73.01511627907,86,Adriana,,,adriana,Adriana,M,173,1023777,home
47.439130434783,50.069565217391,23,Karla Riley,,,riley-karla,K. Riley,F,6,1387550,away
19.286363636364,53.356818181818,44,Yomira Pinzón,,,yomira-pinzon,Y. Pinzón,D,3,1388379,away
35.177551020408,40.565306122449,49,Carina Baltrip-Reyes,Carina Baltrip-Reyes,,carina-baltrip-reyes,C. Baltrip-Reyes,D,9,1131693,away
36.735714285714,38.25,14,Natalia Mills,,,mills-natalia,N. Mills,M,7,1417186,away
30.796666666667,80.54,30,Hilary Jaen,,,jaen-hilary,H. Jaen,D,3,1387549,away
48.0,12.888888888889,27,Emily Cedeno Coba,,,emily-cedeno-coba,E. C. Coba,M,8,1417349,away
56.192857142857,68.042857142857,14,Riley Tanner,,,tanner-riley,R. Tanner,F,27,1471001,away
29.473333333333,44.773333333333,15,Deysire Salazar,,,salazar-deysire,D. Salazar,M,1,1387551,away
35.316666666667,54.116666666667,48,Marta Cox Villarreal,,,marta-cox-villarreal,M. C. Villarreal,M,12,1387538,away
51.533333333333,31.566666666667,12,Carmen Montenegro,,,carmen-montenegro,C. Montenegro,M,2,1471000,away
63.407692307692,32.669230769231,13,Lineth Cedeño,,,lineth-cedeno,L. Cedeño,F,20,1387537,away
36.581818181818,59.609090909091,44,Schiandra Gonzalez,,,gonzalez-schiandra,S. Gonzalez,D,8,1387548,away
7.608064516129,50.393548387097,62,Yenith Bailey,,,bailey-yenith,Y. Bailey,G,15,1387533,away
43.724074074074,12.233333333333,54,Katherine Castillo,,,castillo-katherine,K. Castillo,D,5,1387536,away
23.95,72.223684210526,38,Rosi,Rosi,,rosi,Rosi,D,4,1497570,away
19.788888888889,29.577777777778,36,Wendy Natis,,,natis-wendy,W. Natis,D,1,1388378,away
35.347826086957,55.154347826087,46,Aldrith Quintero,,,quintero-aldrith,A. Quintero,M,8,1417351,away
