name,home,away,compareCode,groupName
Ball possession,40%,60%,2,Possession
Total shots,9,17,2,Shots
Shots on target,3,4,2,Shots
Shots off target,5,8,2,Shots
Blocked shots,1,5,2,Shots
Corner kicks,2,14,2,TVData
Fouls,10,17,2,TVData
Yellow cards,3,7,2,TVData
Free kicks,17,10,1,TVData
Throw-ins,9,24,2,TVData
Goal kicks,11,13,2,TVData
Hit woodwork,0,1,2,Shots extra
Shots inside box,2,10,2,Shots extra
Shots outside box,7,7,3,Shots extra
Goalkeeper saves,4,2,1,Shots extra
Passes,242,347,2,Passes
Accurate passes,177 (73%),268 (77%),2,Passes
Long balls,22/59 (37%),26/62 (42%),2,Passes
Crosses,2/10 (20%),8/32 (25%),2,Passes
Dribbles,7/10 (70%),4/16 (25%),1,Duels
Possession lost,106,135,2,Duels
Duels won,55,38,1,Duels
Aerials won,12,11,1,Duels
Tackles,19,13,1,Defending
Interceptions,14,5,1,Defending
Clearances,32,7,1,Defending
Ball possession,41%,59%,2,Possession
Total shots,5,12,2,Shots
Shots on target,3,3,3,Shots
Shots off target,2,5,2,Shots
Blocked shots,0,4,2,Shots
Corner kicks,2,8,2,TVData
Yellow cards,1,4,2,TVData
Free kicks,8,6,1,TVData
Throw-ins,2,9,2,TVData
Goal kicks,5,6,2,TVData
Hit woodwork,0,1,2,Shots extra
Shots inside box,1,7,2,Shots extra
Shots outside box,4,5,2,Shots extra
Goalkeeper saves,3,2,1,Shots extra
Passes,130,178,2,Passes
Accurate passes,96 (74%),137 (77%),1,Passes
Long balls,11/30 (37%),12/33 (36%),1,Passes
Crosses,0/6 (0%),5/16 (31%),2,Passes
Dribbles,5/7 (71%),2/9 (22%),1,Duels
Possession lost,56,67,2,Duels
Duels won,30,22,1,Duels
Aerials won,7,7,3,Duels
Tackles,10,7,1,Defending
Interceptions,8,4,1,Defending
Clearances,13,4,1,Defending
Ball possession,39%,61%,2,Possession
Total shots,4,5,2,Shots
Shots on target,0,1,2,Shots
Shots off target,3,3,3,Shots
Blocked shots,1,1,3,Shots
Corner kicks,0,6,2,TVData
Yellow cards,2,3,2,TVData
Free kicks,9,4,1,TVData
Throw-ins,7,15,2,TVData
Goal kicks,6,7,2,TVData
Hit woodwork,0,0,3,Shots extra
Shots inside box,1,3,2,Shots extra
Shots outside box,3,2,1,Shots extra
Goalkeeper saves,1,0,1,Shots extra
Passes,112,169,2,Passes
Accurate passes,81 (72%),131 (78%),1,Passes
Long balls,11/29 (38%),14/29 (48%),2,Passes
Crosses,2/4 (50%),3/16 (19%),1,Passes
Dribbles,2/3 (67%),2/7 (29%),1,Duels
Possession lost,50,68,2,Duels
Duels won,25,16,1,Duels
Aerials won,5,4,1,Duels
Tackles,9,6,1,Defending
Interceptions,6,1,1,Defending
Clearances,19,3,1,Defending
