averageX,averageY,pointsCount,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_id,team
62.939130434783,18.95652173913,23,Adriana Leon,,,adriana-leon,A. Leon,F,211,256353,home
56.588,68.476,50,Sophie Schmidt,,,sophie-schmidt,S. Schmidt,M,50,28621,home
55.476923076923,57.361538461538,13,Evelyne Viens,,,evelyne-viens,E. Viens,F,28,1025446,home
34.448275862069,29.529310344828,58,Kadeisha Buchanan,,,kadeisha-buchanan,K. Buchanan,D,309,276441,home
58.373529411765,21.685294117647,34,Cloé Lacasse,,,cloe-lacasse,C. Lacasse,F,142,1088424,home
33.638461538462,58.930769230769,26,Shelina Zadorsky,,,shelina-zadorsky,S. Zadorsky,D,83,845622,home
63.026829268293,52.719512195122,41,Christine Sinclair,,,christine-sinclair,C. Sinclair,M,139,28614,home
56.483333333333,49.180555555556,108,Jessie Fleming,,,jessie-fleming,J. Fleming,M,466,796623,home
48.999074074074,44.563888888889,108,Quinn,,,quinn,Quinn,M,43,845623,home
43.66511627907,73.158139534884,43,Julia Grosso,,,julia-grosso,J. Grosso,M,226,974078,home
11.855357142857,49.389285714286,56,Kailen Sheridan,,,sheridan-kailen,K. Sheridan,G,39,974079,home
48.551685393258,89.608988764045,89,Ashley Lawrence,,,ashley-lawrence,A. Lawrence,D,268,131944,home
47.75,83.5,2,Allysha Chapman,,,allysha-chapman,A. Chapman,D,22,558930,home
34.09009009009,58.055855855856,111,Vanessa Gilles,,,gilles-vanessa,V. Gilles,D,110,974082,home
66.835211267606,79.719718309859,71,Jordyn Huitema,,,jordyn-huitema,J. Huitema,F,1451,958599,home
48.011363636364,10.822727272727,88,Jayde Riviere,,,riviere-jayde,J. Riviere,D,96,985251,home
72.3975,50.49,40,Kyra Carusa,,,kyra-carusa,K. Carusa,F,12,1022690,away
55.703333333333,13.45,30,Lucy Quinn,,,lucy-quinn,L. Quinn,F,14,1007328,away
26.033333333333,50.029166666667,24,Louise Quinn,,,louise-quinn,L. Quinn,D,20,112281,away
41.630188679245,62.777358490566,53,Ruesha Littlejohn,,,ruesha-littlejohn,R. Littlejohn,M,35,71348,away
51.961538461538,89.611538461538,26,Isibeal Atkinson,,,atkinson-isibeal,I. Atkinson,M,27,1092649,away
39.785294117647,37.638235294118,34,Lily Agg,,,agg-lily,L. Agg,M,14,1090625,away
38.584444444444,70.591111111111,45,Megan Connolly,,,connolly-megan,M. Connolly,M,21,1000508,away
50.98,14.995,20,Abbie Larkin,,,larkin-abbie,A. Larkin,F,28,1185435,away
42.344680851064,10.534042553191,47,Aine O'Gorman,,,ogorman-aine,Á. O'Gorman,D,9,1022686,away
59.528571428571,65.69387755102,49,Sinead Farrelly,Sinead Farrelly,,sinead-farrelly,S. Farrelly,M,7,1482656,away
66.85,72.25,4,Amber Barrett,,,barrett-amber,A. Barrett,F,12,1000511,away
53.559722222222,70.077777777778,72,Katie McCabe,,,mccabe-katie,K. McCabe,M,367,138357,away
48.850704225352,35.028169014084,71,Denise O'Sullivan,,,denise-osullivan,D. O'Sullivan,M,42,95764,away
36.124444444444,20.677777777778,45,Marissa Sheva,,,marissa-sheva,M. Sheva,F,19,1034549,away
29.592857142857,29.764285714286,70,Niamh Fahey,,,niamh-fahey,N. Fahey,D,42,93477,away
7.8711538461538,45.236538461538,52,Courtney Brosnan,,,brosnan-courtney,C. Brosnan,G,18,1000512,away
