name,home,away,compareCode,groupName
Ball possession,59%,41%,1,Possession
Total shots,14,14,3,Shots
Shots on target,5,7,2,Shots
Shots off target,7,5,1,Shots
Blocked shots,2,2,3,Shots
Corner kicks,4,5,2,TVData
Offsides,0,1,2,TVData
Fouls,9,15,2,TVData
Yellow cards,0,2,2,TVData
Free kicks,13,9,1,TVData
Throw-ins,18,24,2,TVData
Goal kicks,11,13,2,TVData
Big chances,1,0,1,Shots extra
Counter attacks,0,2,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Counter attack goals,0,1,2,Shots extra
Shots inside box,7,7,3,Shots extra
Shots outside box,7,7,3,Shots extra
Goalkeeper saves,6,2,1,Shots extra
Passes,421,296,1,Passes
Accurate passes,340 (81%),214 (72%),1,Passes
Long balls,27/63 (43%),25/59 (42%),1,Passes
Crosses,4/12 (33%),5/11 (45%),2,Passes
Dribbles,21/27 (78%),3/9 (33%),1,Duels
Possession lost,130,135,2,Duels
Duels won,61,46,1,Duels
Aerials won,9,16,2,Duels
Tackles,18,18,3,Defending
Interceptions,18,13,1,Defending
Clearances,13,15,2,Defending
Ball possession,60%,40%,1,Possession
Total shots,9,9,3,Shots
Shots on target,3,4,2,Shots
Shots off target,4,3,1,Shots
Blocked shots,2,2,3,Shots
Corner kicks,2,2,3,TVData
Offsides,0,1,2,TVData
Yellow cards,0,1,2,TVData
Free kicks,4,4,3,TVData
Throw-ins,10,15,2,TVData
Goal kicks,4,7,2,TVData
Big chances,1,0,1,Shots extra
Counter attacks,0,0,3,Shots extra
Counter attack shots,0,0,3,Shots extra
Counter attack goals,0,0,3,Shots extra
Shots inside box,6,4,1,Shots extra
Shots outside box,3,5,2,Shots extra
Goalkeeper saves,4,1,1,Shots extra
Passes,211,142,1,Passes
Accurate passes,170 (81%),100 (70%),1,Passes
Long balls,9/28 (32%),13/30 (43%),2,Passes
Crosses,3/7 (43%),2/4 (50%),2,Passes
Dribbles,7/10 (70%),2/5 (40%),1,Duels
Possession lost,63,67,2,Duels
Duels won,28,23,1,Duels
Aerials won,7,8,2,Duels
Tackles,10,9,1,Defending
Interceptions,8,5,1,Defending
Clearances,8,9,2,Defending
Ball possession,57%,43%,1,Possession
Total shots,5,5,3,Shots
Shots on target,2,3,2,Shots
Shots off target,3,2,1,Shots
Blocked shots,0,0,3,Shots
Corner kicks,2,3,2,TVData
Offsides,0,0,3,TVData
Yellow cards,0,1,2,TVData
Free kicks,9,5,1,TVData
Throw-ins,8,9,2,TVData
Goal kicks,7,6,1,TVData
Big chances,0,0,3,Shots extra
Counter attacks,0,2,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Counter attack goals,0,1,2,Shots extra
Shots inside box,1,3,2,Shots extra
Shots outside box,4,2,1,Shots extra
Goalkeeper saves,2,1,1,Shots extra
Passes,210,154,1,Passes
Accurate passes,170 (81%),114 (74%),1,Passes
Long balls,18/35 (51%),12/29 (41%),1,Passes
Crosses,1/5 (20%),3/7 (43%),2,Passes
Dribbles,14/17 (82%),1/4 (25%),1,Duels
Possession lost,67,68,2,Duels
Duels won,33,23,1,Duels
Aerials won,2,8,2,Duels
Tackles,8,9,2,Defending
Interceptions,10,8,1,Defending
Clearances,5,6,2,Defending
