name,home,away,compareCode,groupName
Ball possession,75%,25%,1,Possession
Total shots,27,7,1,Shots
Shots on target,9,4,1,Shots
Shots off target,12,2,1,Shots
Blocked shots,6,1,1,Shots
Corner kicks,6,0,1,TVData
Offsides,3,1,1,TVData
Fouls,13,20,2,TVData
Yellow cards,2,3,2,TVData
Free kicks,19,12,1,TVData
Throw-ins,21,16,1,TVData
Goal kicks,3,16,2,TVData
Big chances,6,2,1,Shots extra
Big chances missed,3,0,1,Shots extra
Hit woodwork,0,1,2,Shots extra
Shots inside box,19,3,1,Shots extra
Shots outside box,8,4,1,Shots extra
Goalkeeper saves,2,5,2,Shots extra
Passes,615,201,1,Passes
Accurate passes,529 (86%),109 (54%),1,Passes
Long balls,47/63 (75%),16/69 (23%),1,Passes
Crosses,10/27 (37%),0/4 (0%),1,Passes
Dribbles,13/21 (62%),6/9 (67%),2,Duels
Possession lost,140,124,1,Duels
Duels won,63,38,1,Duels
Aerials won,17,5,1,Duels
Tackles,14,15,2,Defending
Interceptions,6,7,2,Defending
Clearances,5,17,2,Defending
Ball possession,75%,25%,1,Possession
Total shots,8,4,1,Shots
Shots on target,3,3,3,Shots
Shots off target,5,1,1,Shots
Blocked shots,0,0,3,Shots
Corner kicks,2,0,1,TVData
Offsides,3,0,1,TVData
Yellow cards,1,0,1,TVData
Free kicks,9,2,1,TVData
Throw-ins,9,8,1,TVData
Goal kicks,2,6,2,TVData
Big chances,4,2,1,Shots extra
Big chances missed,2,0,1,Shots extra
Hit woodwork,0,1,2,Shots extra
Shots inside box,8,3,1,Shots extra
Shots outside box,0,1,2,Shots extra
Goalkeeper saves,1,1,3,Shots extra
Passes,306,103,1,Passes
Accurate passes,262 (86%),61 (59%),2,Passes
Long balls,29/37 (78%),8/34 (24%),1,Passes
Crosses,6/12 (50%),0/2 (0%),1,Passes
Dribbles,4/8 (50%),5/5 (100%),2,Duels
Possession lost,68,57,1,Duels
Duels won,25,18,1,Duels
Aerials won,7,3,1,Duels
Tackles,5,8,2,Defending
Interceptions,2,1,1,Defending
Clearances,2,8,2,Defending
Ball possession,76%,24%,1,Possession
Total shots,19,3,1,Shots
Shots on target,6,1,1,Shots
Shots off target,7,1,1,Shots
Blocked shots,6,1,1,Shots
Corner kicks,4,0,1,TVData
Offsides,0,1,2,TVData
Yellow cards,1,3,2,TVData
Free kicks,10,10,3,TVData
Throw-ins,12,8,1,TVData
Goal kicks,1,10,2,TVData
Big chances,2,0,1,Shots extra
Big chances missed,1,0,1,Shots extra
Hit woodwork,0,0,3,Shots extra
Shots inside box,11,0,1,Shots extra
Shots outside box,8,3,1,Shots extra
Goalkeeper saves,1,4,2,Shots extra
Passes,309,98,1,Passes
Accurate passes,267 (86%),48 (49%),2,Passes
Long balls,18/26 (69%),8/35 (23%),1,Passes
Crosses,4/15 (27%),0/2 (0%),1,Passes
Dribbles,9/13 (69%),1/4 (25%),1,Duels
Possession lost,72,67,1,Duels
Duels won,38,20,1,Duels
Aerials won,10,2,1,Duels
Tackles,9,7,1,Defending
Interceptions,4,6,2,Defending
Clearances,3,9,2,Defending
