Home_Manager_name,Home_Manager_slug,Home_Manager_shortName,Home_Manager_id,Away_Manager_name,Away_Manager_slug,Away_Manager_shortName,Away_Manager_id
Carlo Ancelotti,carlo-ancelotti,C. Ancelotti,52965,Stefano Pioli,stefano-pioli,S. Pioli,76039
