name,home,away,compareCode,groupName
Expected goals,1.06,0.34,1,Expected
Ball possession,49%,51%,2,Possession
Total shots,14,6,1,Shots
Shots on target,6,2,1,Shots
Shots off target,4,3,1,Shots
Blocked shots,4,1,1,Shots
Corner kicks,9,6,1,TVData
Offsides,3,5,2,TVData
Fouls,10,15,2,TVData
Yellow cards,3,4,2,TVData
Red cards,0,0,3,TVData
Free kicks,3,3,3,TVData
Throw-ins,20,24,2,TVData
Goal kicks,7,8,2,TVData
Hit woodwork,0,0,3,Shots extra
Counter attacks,2,0,1,Shots extra
Shots inside box,7,5,1,Shots extra
Shots outside box,7,1,1,Shots extra
Goalkeeper saves,2,6,2,Shots extra
Passes,320,343,2,Passes
Accurate passes,234 (73%),245 (71%),2,Passes
Long balls,28/59 (47%),41/71 (57%),2,Passes
Crosses,3/12 (25%),5/18 (27%),2,Passes
Dribbles,45/61 (73%),21/31 (67%),1,Duels
Possession lost,125,137,2,Duels
Duels won,109,84,1,Duels
Aerials won,19,18,1,Duels
Tackles,4,2,1,Defending
Interceptions,47,50,2,Defending
Clearances,20,11,1,Defending
