Home_value,Home_label,Home_player_name,Home_player_slug,Home_player_shortName,Home_player_position,Home_player_userCount,Home_player_id,Home_player_marketValueCurrency,Home_player_dateOfBirthTimestamp,Away_value,Away_label,Away_player_name,Away_player_firstName,Away_player_lastName,Away_player_slug,Away_player_shortName,Away_player_position,Away_player_userCount,Away_player_id,Away_player_marketValueCurrency,Away_player_dateOfBirthTimestamp
8.0,rating,Stefanie van der Gragt,stefanie-van-der-gragt,S. van der Gragt,D,148,796526,EUR,713923200,7.0,rating,Ana Borges,,,borges-ana,A. Borges,F,51,822914,EUR,645408000
