customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,homeRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,aggregatedWinnerCode,roundInfo.name,roundInfo.slug,roundInfo.cupRoundType,homeScore.extra1,homeScore.extra2,homeScore.overtime,awayScore.extra1,awayScore.extra2,awayScore.overtime,coverage
tYsWzo,1,False,,,,False,11357105,,1687017600,nk-lokomotiva-zagreb-nk-domzale,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,,100,Ended,finished,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,NK Domžale,nk-domzale,Domžale,M,Football,football,1,5392,DOM,,False,0,2418,SI,Slovenia,[],#ffff00,#0099ff,#0099ff,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1687020900.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1687023828,,,,,,,,,,,-1.0
nYsWzo,0,False,,,,False,11362127,,1687447800,nk-lokomotiva-zagreb-nk-celje,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,1.0,70,Canceled,canceled,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,NK Celje,nk-celje,Celje,M,Football,football,1,6553,CEL,False,False,0,2413,SI,Slovenia,[],#ffff00,#000000,#000000,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1687359417,,,,,,,,,,,
nYsWzo,1,False,,,,False,11365544,,1687447800,nk-lokomotiva-zagreb-nk-celje,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,1.0,100,Ended,finished,NK Celje,nk-celje,Celje,M,Football,football,1,6553,CEL,False,False,0,2413,SI,Slovenia,[],#ffff00,#000000,#000000,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1687454020.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1687454023,,,,,,,,,,,
DdcsWzo,2,False,,,,False,11389140,,1687968000,hsk-zrinjski-mostar-nk-lokomotiva-zagreb,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,,100,Ended,finished,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,HŠK Zrinjski Mostar,hsk-zrinjski-mostar,Zrinjski,M,Football,football,1,15307,ZRI,False,False,0,5178,BA,Bosnia & Herzegovina,[],#ffffff,#f43142,#f43142,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,,,1687974420.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1687974441,,,,,,,,,,,-1.0
apbsWzo,2,True,,,,False,11402324,,1688468400,nk-lokomotiva-zagreb-aek-athens,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,,100,Ended,finished,AEK Athens,aek-athens,ΑΕΚ,M,Football,football,1,55184,AEK,False,False,0,3250,GR,Greece,[],#000000,#ffff00,#ffff00,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,1688472240.0,['cardsCode'],1688475006,,,,,,,,,,,-1.0
aibsWzo,1,True,,,,False,11408179,,1688727600,nk-lokomotiva-zagreb-anderlecht,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,,100,Ended,finished,Anderlecht,anderlecht,Anderlecht,M,Football,football,1,43092,RSC,False,False,0,2900,BE,Belgium,[],#330066,#ffffff,#ffffff,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,,,1688731260.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688734185,,,,,,,,,,,
dibsWzo,2,True,,,,False,11374195,,1688817600,nk-lokomotiva-zagreb-gent,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,,100,Ended,finished,Gent,gent,Gent,M,Football,football,1,43128,KAA,False,False,0,2903,BE,Belgium,[],#0033ff,#ffffff,#ffffff,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,,,1688821320.0,"['status.code', 'status.description', 'status.type', 'homeScore.current', 'homeScore.display', 'awayScore.current', 'awayScore.display']",1688826376,,,,,,,,,,,
YhbsWzo,1,False,,,,False,11427426,,1689179400,nk-lokomotiva-zagreb-rc-sporting-charleroi,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,,100,Ended,finished,RC Sporting Charleroi,rc-sporting-charleroi,Charleroi,M,Football,football,1,13650,RCH,,False,0,2898,BE,Belgium,[],#000000,#ffffff,#ffffff,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,,,1689182940.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1689185872,,,,,,,,,,,-1.0
EkksWzo,3,True,True,True,1.0,False,11347290,,1690138800,nk-lokomotiva-zagreb-nk-istra-1961,False,HNL,hnl,Croatia,croatia,Football,football,1,14,croatia,HR,HNL,hnl,#c61a18,#f83044,Croatia,croatia,Football,football,1,14,croatia,HR,38341,False,True,170,True,False,344,48,1.0,100,Ended,finished,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,NK Istra 1961,nk-istra-1961,Istra,M,Football,football,1,9068,IST,False,False,0,25529,HR,Croatia,[],#eee447,#222226,#222226,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1690145573.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690145576,,,,,,,,,,,
tLnsWzo,2,False,,,,False,11459951,,1690214400,nk-lokomotiva-zagreb-al-ettifaq,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,,Club Friendly Games,club-friendly-games,#25497d,#d38f1d,World,world,Football,football,1,1468,international,,40028,False,False,853,False,False,0,86,1.0,100,Ended,finished,Al-Ettifaq,al-ettifaq,Al-Ettifaq,M,Football,football,1,6456,ETT,False,False,0,34318,SA,Saudi Arabia,[],#177245,#177245,#177245,NK Lokomotiva Zagreb,nk-lokomotiva-zagreb,Lokomotiva,M,Football,football,1,10353,LOK,False,False,0,36246,HR,Croatia,[],#0000ff,#ffffff,#ffffff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,1690220978.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1690220981,,,,,,,,,,,
