name,home,away,compareCode,groupName
Expected goals,0.69,0.93,2,Expected
Expected assists,0.49,1.25,2,Expected
Ball possession,38%,62%,2,Possession
Total shots,6,17,2,Shots
Shots on target,2,3,2,Shots
Shots off target,2,7,2,Shots
Blocked shots,2,7,2,Shots
Corner kicks,3,8,2,TVData
Offsides,0,1,2,TVData
Fouls,7,17,2,TVData
Yellow cards,3,4,2,TVData
Free kicks,15,7,1,TVData
Throw-ins,21,24,2,TVData
Goal kicks,11,7,1,TVData
Big chances,2,1,1,Shots extra
Big chances missed,1,1,3,Shots extra
Counter attacks,2,1,1,Shots extra
Counter attack shots,2,1,1,Shots extra
Shots inside box,5,11,2,Shots extra
Shots outside box,1,6,2,Shots extra
Goalkeeper saves,3,1,1,Shots extra
Goals prevented,0.82,-0.33,1,Shots extra
Passes,355,562,2,Passes
Accurate passes,250 (70%),469 (83%),2,Passes
Long balls,28/73 (38%),29/54 (54%),2,Passes
Crosses,1/12 (8%),7/28 (25%),2,Passes
Dribbles,8/16 (50%),16/29 (55%),2,Duels
Possession lost,167,169,2,Duels
Duels won,64,77,2,Duels
Aerials won,11,27,2,Duels
Tackles,30,27,1,Defending
Interceptions,14,13,1,Defending
Clearances,24,13,1,Defending
Expected goals,0.49,0.58,2,Expected
Expected assists,0.27,0.72,2,Expected
Ball possession,36%,64%,2,Possession
Total shots,3,9,2,Shots
Shots on target,1,3,2,Shots
Shots off target,0,3,2,Shots
Blocked shots,2,3,2,Shots
Corner kicks,2,3,2,TVData
Offsides,0,0,3,TVData
Yellow cards,1,1,3,TVData
Free kicks,9,4,1,TVData
Throw-ins,14,14,3,TVData
Goal kicks,3,1,1,TVData
Big chances,2,1,1,Shots extra
Big chances missed,1,1,3,Shots extra
Counter attacks,2,0,1,Shots extra
Counter attack shots,2,0,1,Shots extra
Shots inside box,3,5,2,Shots extra
Shots outside box,0,4,2,Shots extra
Goalkeeper saves,3,0,1,Shots extra
Passes,170,309,2,Passes
Accurate passes,122 (72%),259 (84%),2,Passes
Long balls,15/32 (47%),19/33 (58%),2,Passes
Crosses,1/8 (13%),1/9 (11%),1,Passes
Dribbles,1/4 (25%),5/13 (38%),2,Duels
Possession lost,78,84,2,Duels
Duels won,32,37,2,Duels
Aerials won,6,14,2,Duels
Tackles,16,14,1,Defending
Interceptions,8,5,1,Defending
Clearances,10,7,1,Defending
Expected goals,0.20,0.35,2,Expected
Expected assists,0.22,0.53,2,Expected
Ball possession,41%,59%,2,Possession
Total shots,3,8,2,Shots
Shots on target,1,0,1,Shots
Shots off target,2,4,2,Shots
Blocked shots,0,4,2,Shots
Corner kicks,1,5,2,TVData
Offsides,0,1,2,TVData
Yellow cards,2,3,2,TVData
Free kicks,6,3,1,TVData
Throw-ins,7,10,2,TVData
Goal kicks,8,6,1,TVData
Big chances,0,0,3,Shots extra
Big chances missed,0,0,3,Shots extra
Counter attacks,0,1,2,Shots extra
Counter attack shots,0,1,2,Shots extra
Shots inside box,2,6,2,Shots extra
Shots outside box,1,2,2,Shots extra
Goalkeeper saves,0,1,2,Shots extra
Passes,185,253,2,Passes
Accurate passes,128 (69%),210 (83%),2,Passes
Long balls,13/41 (32%),10/21 (48%),2,Passes
Crosses,0/4 (0%),6/19 (32%),2,Passes
Dribbles,7/12 (58%),11/16 (69%),2,Duels
Possession lost,89,85,1,Duels
Duels won,32,40,2,Duels
Aerials won,5,13,2,Duels
Tackles,14,13,1,Defending
Interceptions,6,8,2,Defending
Clearances,14,6,1,Defending
